timefield,date,class,subclass,province,city,district,rank,name,id,passage_count,read_total,read_viral,read_average,tops_total,likes_total,forward_total,WCI,avatar
day,2024/6/23,科技,,,,,23,刘润,runliu-pub,3,40401,29465,13467,105,245,0,1157.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XkXuPCs4YMaek3hDRzVA8l10c5l93dQbcnL6DVVfwFQ/132
day,2024/6/23,科技,,,,,24,量子位,QbitAI,5,45725,29848,9145,101,253,0,1152.2,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6PqxX9Yx8MibJ3nial8ialvVrRs3PxhCJm7eWgR7vFrowLA/132
day,2024/6/23,科技,,,,,25,首席品牌官,pinpaimima,2,36454,34560,18227,59,141,0,1149.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7WGP1D05pHCyGR8WZoHUSiaUVBnoCvVB4w3iaZyUKJCUOA/132
day,2024/6/23,科技,,,,,26,金错刀,ijincuodao,4,47080,33490,11770,45,133,0,1148.37,http://wx.qlogo.cn/mmhead/Q3auHgzwzM77y7ECjjZYrvsic1OfzmNQROjibDG9T52vOYxy1ibwLJ6Yw/132
day,2024/6/23,科技,,,,,27,科技每日推送,apptoday,5,51410,32747,10282,40,114,0,1145.58,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5VP8rbv4fBibDLRoibcezeC7aMx2qs4hfUWtw8Cp6PDZ7Q/132
day,2024/6/23,科技,,,,,28,插座APP,chazuomba,1,28869,28869,28869,71,159,0,1143.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5uib3LUT4iaZxOozYPia4sucgWMSznSe6vjwDyjIjzE9h7g/132
day,2024/6/23,科技,,,,,29,iNature,Plant_ihuman,17,69955,48260,4115,48,91,0,1140.04,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7x9OJ5ib6cmaFd4PWsEr6zA1GP4Wb2iabI6klcD5EE8goA/132
day,2024/6/23,科技,,,,,30,M24营销官,M24-YYG,1,23094,23094,23094,301,280,0,1137.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4SkbJeuxvjOiaaiaotaDzVp4Tuer5ESj9xXrcgBamnT2QA/132
day,2024/6/23,科技,,,,,31,广州移动,cmccgz,2,42140,37842,21070,20,41,0,1136.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM61EjoZq5KI30aQsphULicFS4pgLeuBq8yNMMvwx7XJ95g/132
day,2024/6/23,科技,,,,,32,软件室,ruanjs2021,1,28435,28435,28435,55,157,0,1135.31,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7gy6enDUKUthKRMUstURedbJZO7a6GP8cOVXWaicbJc7g/132
day,2024/6/23,科技,,,,,33,办公室的秘密,bgsdmm,1,36051,36051,36051,14,40,0,1134.64,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6jlskXEjyXr1Gv5GwTpGkSs3GQcbrQdY6mJhtGycIibaw/132
day,2024/6/23,科技,,,,,34,大米评测,damipingce,4,48916,21373,12229,26,229,0,1130.52,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4tqYFxX6GITfReInXxqbqSOC89muwicd7M3VsrcGdRqkg/132
day,2024/6/23,科技,,,,,35,电脑吧评测室,diannaobar,4,53448,16925,13362,30,156,0,1130.51,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6TX2iah7m9pwj9kCaSBqJqVfkseQc32krPXd43HSQwWDg/132
day,2024/6/23,科技,,,,,36,壹观察,guancha01,1,22041,22041,22041,219,452,0,1128.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM447jcKdX44oxsUoMJTnVtsEJguMSib6ARej0yhmKWbdYw/132
day,2024/6/23,科技,,,,,37,创业邦,ichuangyebang,9,54639,46228,6071,26,104,0,1120.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/6/23,科技,,,,,38,科技晚8点,jrjdts,1,25155,25155,25155,71,162,0,1116.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Ks5BqicD4ib4hCLbCOsnR2CgAjRDR8yZe6d6aHfDt0szw/132
day,2024/6/23,科技,,,,,39,GeenMedical,iGeenMedical,1,36996,36996,36996,2,61,0,1105.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM52kOum9VeNzFDn87pzmic5luy7zJoaX1wPNic8icDcsgMJg/132
day,2024/6/23,科技,,,,,40,凤凰大健康,phoenixsuperdoctors,2,26630,20242,13315,107,226,0,1096.58,http://wx.qlogo.cn/mmhead/Q3auHgzwzM552fbdW2hqMMicIAstchcAO4urkRguxzWibzhsKBAGd4LA/132
day,2024/6/23,科技,,,,,41,战忽智库,jincanrong62,8,39048,17667,4881,144,358,0,1095.89,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6Fr3ylYJiaD1KeWicia93ibG2icU1kPzY3jCvc9n7iaq9Seyzg/132
day,2024/6/23,科技,,,,,42,新智元,AI_era,3,30705,24029,10235,73,163,0,1094.2,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5Ge0ZibsJqTzd6HdTSHcydlic4TnsmpJicUrIlicD1L9ficFw/132
day,2024/6/23,科技,,,,,43,中国联通,chinaunicomguanfang,1,21280,21280,21280,70,242,0,1089.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5lJI8SJE0B5ww3SaOL3n0IWaRY38iae9gMmNcW81qNtyg/132
day,2024/6/23,科技,,,,,44,郭局,tencent_gj,1,20387,20387,20387,99,144,0,1081.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7wzrmlnicRdIRAvLdKnTplsIzNRtYXpsefZr3WMpQXAibg/132
day,2024/6/23,科技,,,,,45,河南移动,hnyd4g,3,30411,28779,10137,24,129,0,1075.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5L1H2foLXn1bMrSHu8uwWoYzRtGRqEhRpMheXhzthagg/132
day,2024/6/23,科技,,,,,46,中科院物理所,cas-iop,3,29523,12943,9841,70,301,0,1070.32,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6k5w49ic4tJ8gaZ0YKXPPyibiaNh47hgvG7UPHxpelrzQicg/132
day,2024/6/23,科技,,,,,47,首席商业评论,CHReview,5,31205,22874,6241,56,107,0,1061.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7LTSRGJm4qwRORNfPickriaB1PjxYfSCSjQhONdUyAwaCw/132
day,2024/6/23,科技,,,,,48,正和岛,zhenghedao,3,26859,16840,8953,64,195,0,1060.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PXCqiaXuY6v5DbCrSnmW4ZFvz6pquqlKC49Ria4hyVsqg/132
day,2024/6/23,科技,,,,,49,APPSO,appsolution,3,29808,27687,9936,35,89,0,1060.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nbURBZYkjq2GO3z9seWGPZolkwO4ROvphqbAksKqUSw/132
day,2024/6/23,科技,,,,,50,玩机鸭,wanjiyatv,4,31796,24786,7949,23,61,0,1051,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6oaBSm2wKrMkE1aPeCDhIOyAUrwiaJNQFFycl8ZodzMcQ/132
day,2024/6/23,科技,,,,,51,一号球王,kvball,4,31564,21093,7891,16,89,0,1040.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5dn9icHP0Jmuyz8uLFdq1ZiaSVsHfs7oPckeVhckqcPickQ/132
day,2024/6/23,科技,,,,,52,闫跃龙,yanyuelong2014,1,16467,16467,16467,90,143,0,1038.12,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6VPE7M7iaIElyeFZaRicRCyBO3pzibzdE9h1eRW2Zd0m3xA/132
day,2024/6/23,科技,,,,,53,家美鲜鸡蛋,XSJMXJD,3,29805,29349,9935,10,35,0,1037.29,http://wx.qlogo.cn/mmhead/k8mFfEmdQe0vgPIOnI5vtx4EdsHjCKPoZaMtzBES5bGS0tTDCJsw7fibfiaHYJR7nuSgd7DXYKfwg/132
day,2024/6/23,科技,,,,,54,微海招聘,gh_c6547575e6a9,4,29864,24275,7466,16,48,0,1030.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM43zx4ssoPI3F4DB8NicUAXjPFuobwRojRN9xPneL8Vic8A/132
day,2024/6/23,科技,,,,,55,安兔兔,AnTuTu_Benchmark,8,35528,16333,4441,27,98,0,1026.28,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4CChVNA2oUWwKo9P6q5sxlBapLSJziambMUrIl9gwTJbQ/132
day,2024/6/23,科技,,,,,56,躺倒鸭,tangdaoya,5,31600,20943,6320,13,68,0,1022.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM47LqXbpbcqtibnBTkms7ic9m1iawbPJHazG9lsm3HgbC1sA/132
day,2024/6/23,科技,,,,,57,胖虎看西游,mhxypanghu,8,37592,20765,4699,21,23,0,1019.06,http://wx.qlogo.cn/mmhead/Q3auHgzwzM49KOacYqTdhfqEzpsHXp0fyTJSnghicMLBx7Uao72Q1Pw/132
day,2024/6/23,科技,,,,,58,怡禾科普,gh_d419887afd37,2,22772,18677,11386,21,51,0,1018.16,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7p5tVTaXEkOzKl07PWcrcCvH2Wz0k3t6pMgJWVhDFbHQ/132
day,2024/6/23,科技,,,,,59,中国航天科工,casicnews,2,17824,14088,8912,69,215,0,1012.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4xM5NVaicktibSRs3rH8JM7pzCM1cnicBNiaktpL5WqiaxDew/132
day,2024/6/23,科技,,,,,60,基层干部,jcgb365,4,30528,21954,7632,9,26,0,1008.65,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7OfC12DdUt1aIwCgZicF3B0Or9aqK9edHBnrtVKMNcpvQ/132
day,2024/6/23,科技,,,,,61,笔记侠,Notesman,4,19672,12373,4918,131,233,0,1004.99,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4DibtZaKLw0xbIDNp3oa3U9VgX6u5e9B1P1ZkPkQgqOpQ/132
day,2024/6/23,科技,,,,,62,哎咆科技,guofen1225,2,28592,25852,14296,2,21,0,1004.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM64PlouTwZ33pw86VxnMHEIzIYtSbUQ0ibgobzuTF5aNng/132
day,2024/6/23,科技,,,,,63,学英语口语,xuekouyu123,8,25088,21858,3136,57,131,0,1003.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7460b8niaicLrvR3gMibp948PofvgHN0bSSTVZSMAJXOIvg/132
day,2024/6/23,科技,,,,,64,宁夏微聘,ningxiaweipin,2,25564,7762,12782,14,33,0,999.15,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7XdcrZdQppS24tWqibzLOpgBBRzLzSrol2iaZDHcjj7yAQ/132
day,2024/6/23,科技,,,,,65,码农学习联盟,manongxuexilianmeng,2,30412,21610,15206,1,23,0,997.92,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6JqQTu35qdZJFe12ZYHPafKOqpJW3UuWSJ5HgtXibCmTg/132
day,2024/6/23,科技,,,,,66,云南找工作,ynjobs,8,41528,15353,5191,8,9,0,992.52,http://wx.qlogo.cn/mmhead/Q3auHgzwzM50DqicXklhia4QulXqbx7uRjpw51lIfSZ144EUry7JhoVw/132
day,2024/6/23,科技,,,,,67,王晶华说科技,web-news,2,16454,11960,8227,65,161,0,989.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4AKaia3QJwEswPNicOD3PBOhDB1TCLyTiapqL3kEupkIorg/132
day,2024/6/23,科技,,,,,68,晏凌羊,qiushan08,3,17325,14555,5775,57,231,0,989.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7icTVTBkvyodargoUbcqmm6fkic3ww6t694YBHpRwk1dKA/132
day,2024/6/23,科技,,,,,69,科技先生,itechsir,1,20179,20179,20179,6,11,0,988.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6EYibVPJP5MlFmT0ck6kOtwcyhcicZsuRlW1faz1LMcETw/132
day,2024/6/23,科技,,,,,70,俏妃张帆,aishan201303,1,12604,12604,12604,93,140,0,988.38,http://wx.qlogo.cn/mmhead/LIUI5tJGiauCH8VVs9WjpqSibMU4suK1hBakSNJ8sN8qTBApY20ic2tE3nTGc8ogBuuv0GwMnWm7nM/132
day,2024/6/23,科技,,,,,71,IT高管会,ITGGH13,8,23520,14277,2940,86,138,0,986.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM64hpQsZwx0sLquADEdHq16ADibslbUCwmOKTeI4QAthsw/132
day,2024/6/23,科技,,,,,72,i黑马,iheima,2,21160,19114,10580,11,21,0,982.78,http://wx.qlogo.cn/mmhead/Q3auHgzwzM43oGOMpgy4Sul27orXhJdhdbspCBrCgbuJ6rTXzfaKOQ/132
day,2024/6/23,科技,,,,,73,洹水杂谈,wwwayltcn,2,20026,19153,10013,12,31,0,981.26,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6iaMswOgROv3TSU2ZxJ055KTIgMDMkYibwg7rWuMNRwC2w/132
day,2024/6/23,科技,,,,,74,芯榜,icrankcn,6,24282,23323,4047,23,67,0,978.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4PBnXdM8QxOZKib4zDoUm1IgPn7Fe3ETQcBX0YeibklzYg/132
day,2024/6/23,科技,,,,,75,人力资源研究,HRresearch88,7,29099,25557,4157,6,23,0,976.41,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6PFxASjhY9a9JDUXJVg4TWSP9SliasWz6ZConiczr72VYg/132
day,2024/6/23,科技,,,,,76,商业锐评,Bzreview001,2,19800,17282,9900,12,28,0,975.12,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4jQhXSWgmicNpd0BRLAxGDHASibj8vxSkkjGvNmGULx1uQ/132
day,2024/6/23,科技,,,,,77,智慧商洛,shlcity,5,28410,15653,5682,9,19,0,973.19,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7JRCwu2eGqFw0j4gL72GEZAQMynctO0tal7bga1CGq8w/132
day,2024/6/23,科技,,,,,78,猫大夫医学科普,miaozhongrong666,1,13026,13026,13026,33,89,0,968.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6tcq0ACtKJZogz6Oiar3LNiaGWkqwf6wrICbElQ3NW0G0Q/132
day,2024/6/23,科技,,,,,79,快刀财经,kuaidaocaijing,5,21290,16253,4258,27,54,0,966.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM75n5KoWhI16soQPYY3kOb0Viaic1WctMsCBsN7nM88mxhA/132
day,2024/6/23,科技,,,,,80,南翌文化,nanyifs,5,19220,3905,3844,201,386,0,962.99,http://wx.qlogo.cn/mmhead/LIMVN2XWG8FHNPEWXte5g4qTVbQz1btxlUiaqQ4JsEJcPicEcS4Lqc1p708hnjk5xIC9chLrolGsw/132
day,2024/6/23,科技,,,,,81,行业研究报告,report88,8,21440,15674,2680,50,87,0,962.94,http://wx.qlogo.cn/mmhead/Q3auHgzwzM695weMrvU2HGzr5WMWTTx9HvbOr3VQJKTpMca821CSrA/132
day,2024/6/23,科技,,,,,82,S叔Spenser,spenserandhk,2,14744,10738,7372,41,129,0,957.56,http://wx.qlogo.cn/mmhead/CJ35Z2cnZA306qUGAb8kQ4ajBx16JTSaRYd59Lat1uXdFVWHVGHFDR71dryCGSWvlEgSwzkz02M/132
day,2024/6/23,科技,,,,,83,宁波移动,nbcmcc,3,21249,20802,7083,8,13,0,957.28,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4fKxZFpy40lfE1ia1Y7ANic2HYFaYhnqtLgdiaecseSiabHA/132
day,2024/6/23,科技,,,,,84,猿大侠,yuan-da-xia,3,18549,11032,6183,22,83,0,956.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ClBSPs3ugIW2HGHoMnKYSh75Yicn41B6v1RG0K7u0Vgw/132
day,2024/6/23,科技,,,,,85,生物100,bio1297,1,15293,15293,15293,6,24,0,948.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6fbrrOrGpnyVcGfSXTr6fSfWia6RRUhYahvlmWVAR2O7g/132
day,2024/6/23,科技,,,,,86,终身黑白,zshbtz,1,9165,9165,9165,112,313,0,944.06,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4TPWC8lswPibFQeHT1EoHK3IM0DIBFfY7ebd10Mu11CUA/132
day,2024/6/23,科技,,,,,87,销售与管理,Marketing360,4,20820,17887,5205,13,13,0,943.21,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4RhV2AYYvYZU8pWrQGP3Cv4v5oZQGS50Ugic8wXgnxibIw/132
day,2024/6/23,科技,,,,,88,万能的大熊,wannengdedx,1,10461,10461,10461,73,83,0,942.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5GZCAXmKNwZat20gRbHpBvLypFJodLicXCFjy66o3yIicg/132
day,2024/6/23,科技,,,,,89,阿里巴巴,alibabagroup2014,1,10367,10367,10367,63,101,0,940.91,http://wx.qlogo.cn/mmhead/d2fJZTzRTuktVsPed0oyRJ34vMbL3iaAdPFI5HHfhut7Bibvzv0k2hrjWfuJaLF982WgwlWiaAIKFQ/132
day,2024/6/23,科技,,,,,90,老高电商圈子,laogaoclub,1,13597,13597,13597,10,27,0,938.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5tYtVYa7siacia9ntmgy2QRgrXJeSicwxQIPt6SnGibDFdsw/132
day,2024/6/23,科技,,,,,91,花果科技,xhuaguo,2,17984,13318,8992,5,25,0,933.02,http://wx.qlogo.cn/mmhead/Q3auHgzwzM73knQia1If05x74dMZwShF2kM493IC24taFibCLbQ2u0icA/132
day,2024/6/23,科技,,,,,92,美丽大北京,bjtgood,3,17106,13399,5702,16,35,0,930.77,http://wx.qlogo.cn/mmhead/Iic9WLWEQMg0cvJ6xtUuNQf1ZGUb7icwlcCxyPoOMkyjv7PZxyGmqQ0kKKFHlLflzFNsl0V7pVcFc/132
day,2024/6/23,科技,,,,,93,中国邮政,zgyzjtyxgs_001,2,14280,12807,7140,17,50,0,929.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5ZyQJvOv8gJeZGWXEM7WqW9ictm7elENeYSTXwjxhhBKg/132
day,2024/6/23,科技,,,,,94,冯仑风马牛,fengluntalk,1,9409,9409,9409,66,152,0,929.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6GDuV1GE2UROV61mvzPpb8SV9NmJ1Rlicib5dDCMyn4zew/132
day,2024/6/23,科技,,,,,95,NASA航天爱好者,NASAtoMars,3,12924,10935,4308,53,144,0,927.42,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5f661DeSjqZbe6lCN4LtcDHJNAwOS4OlHN7MIXkj36WA/132
day,2024/6/23,科技,,,,,96,电商观察,myecgc,2,9142,8069,4571,297,314,0,927.15,http://wx.qlogo.cn/mmhead/Q3auHgzwzM69MHsjzg3YHAzNly2MLicUAxHQ3ibb7YUv9tRhCXMReia8Q/132
day,2024/6/23,科技,,,,,97,人力葵花,kuihuahr,3,13167,12089,4389,65,69,0,924.48,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4xwEHEkjxOflyxFh8wpOehiaMsmCRkrqegBHiaoH18BLag/132
day,2024/6/23,科技,,,,,98,学前云教研,XQYJY6508,4,16316,10433,4079,32,64,0,924.1,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xvsOXP7K2AyZsXfxAn0oibIpVibGOFg2icYUicFrrYoFdGQ/132
day,2024/6/23,科技,,,,,99,电商头条,ecxinwen,2,9812,7581,4906,190,214,0,920.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Ggf02c0vK0icRvzA4TJaroXiaC1AHstStsHvqIrvyyUzw/132
day,2024/6/23,科技,,,,,100,二丫小妙招,eryamiaozhao,6,14256,8546,2376,125,175,0,919.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5fxKnVnxBHJXbsujarltB2jbXibNr8dHl3JwrsBnxYaTg/132
day,2024/6/24,科技,,,,,1,科普中国,Science_China,11,278300,220000,25300,871,2490,0,1581.24,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WNT3fIqrOcJkUbiczhaVeeuknDIcdWyc3WEyMt2x2W3w/132
day,2024/6/24,科技,,,,,2,差评,chaping321,5,231235,100000,46247,95,689,0,1492.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xLSHsmQn0ic8G4pgHC54jfUw9WiajH8CctzZibLzx4MMBg/132
day,2024/6/24,科技,,,,,3,刘晓博说财经,liuxb929,1,100000,100000,100000,127,340,0,1430.22,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ZEPcudJjHicib0ZTUdvhxXSicicnapVcrZbBAJOy8m7wWVw/132
day,2024/6/24,科技,,,,,4,张丽俊,zhanglijunCherry,3,105852,92326,35284,364,768,0,1416.35,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5guFR4gpLjEk3H0HHWTajIDA1wbzj8WCZxqWvV5aPEvQ/132
day,2024/6/24,科技,,,,,5,国网河南电力,hnsdlgswlb,1,100000,100000,100000,87,193,0,1412.47,http://wx.qlogo.cn/mmhead/Q3auHgzwzM53XBbNlFB5ZRic6G6ZMRgemIJGmtr6Xlic514bQ6hIJDfw/132
day,2024/6/24,科技,,,,,6,电商之家,iechome,2,101362,100000,50681,178,397,0,1404.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7KO96HKn6hAwqBRJMURAcpnuLS66TdbkEK1855RH3vBw/132
day,2024/6/24,科技,,,,,7,刘润,runliu-pub,3,100974,83668,33658,346,901,0,1404,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XkXuPCs4YMaek3hDRzVA8l10c5l93dQbcnL6DVVfwFQ/132
day,2024/6/24,科技,,,,,8,投资界,pedaily2012,4,119256,100000,29814,214,365,0,1401.24,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7pfHR5JXkBNKYBgJZZr28Y0PTT5dSIF3hX6V0E8picZLQ/132
day,2024/6/24,科技,,,,,9,江苏电信,jsdxwt,4,121848,100000,30462,118,256,0,1383.67,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6IibmZsOvdEFzicOYwjjVVZVlHAHS1HUwnzI9XZpztta0g/132
day,2024/6/24,科技,,,,,10,浩然文史,haoranwenshi,3,99171,98940,33057,203,358,0,1382.93,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5CyINHW8zq81kvLwaK8N75AcHMbwXeEpYXbpMbrZ6Z6g/132
day,2024/6/24,科技,,,,,11,笔吧评测室,bibacps,4,135804,94051,33951,26,383,0,1372.6,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/6/24,科技,,,,,12,好奇博士,haoqi238,1,75286,75286,75286,68,623,0,1362.62,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/6/24,科技,,,,,13,放毒,iFangDu,3,103017,100000,34339,74,265,0,1362.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM60d1RiaibgWicbajkoa7e1LQzh5CuAXoROarnCuYgjYVYtA/132
day,2024/6/24,科技,,,,,14,中国联通,chinaunicomguanfang,1,85083,85083,85083,36,151,0,1352.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5lJI8SJE0B5ww3SaOL3n0IWaRY38iae9gMmNcW81qNtyg/132
day,2024/6/24,科技,,,,,15,倪叔的思考暗时间,nishu-think,1,53816,53816,53816,517,892,0,1341.89,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5VmC3w9uhVjLUe65pZxLxkKQ9WMDicB6cgJEaGpdx9pqg/132
day,2024/6/24,科技,,,,,16,蜜蜂惊喜社,gh_0a84dddbde0e,2,74558,60416,37279,196,211,0,1319.15,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/6/24,科技,,,,,17,中国移动,cmccguanfang,1,65995,65995,65995,64,153,0,1311.54,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6MGvHqlwLPbuAk5WkYYsDDumQTtm7L4SJqWxm5beEvBQ/132
day,2024/6/24,科技,,,,,18,一亩三分地Warald,Warald_1point3acres,3,99270,70634,33090,28,123,0,1304.9,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7SBOE7cyqILwB2hsHuwvFxeWMxA5gbnbPBJ4fdiaU8ictg/132
day,2024/6/24,科技,,,,,19,极客公园,geekpark,4,73992,73993,18498,173,263,0,1279.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6dnlEsZXOPTtkZpEYHJ3nvUviaGTbLGUj4VRaq3vra2icQ/132
day,2024/6/24,科技,,,,,20,猿大侠,yuan-da-xia,3,91746,78717,30582,11,103,0,1271.6,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ClBSPs3ugIW2HGHoMnKYSh75Yicn41B6v1RG0K7u0Vgw/132
day,2024/6/24,科技,,,,,21,APPSO,appsolution,4,83560,75221,20890,56,190,0,1267.34,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nbURBZYkjq2GO3z9seWGPZolkwO4ROvphqbAksKqUSw/132
day,2024/6/24,科技,,,,,22,中国电信,chinatelecom-189,1,58487,58487,58487,29,95,0,1261.28,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6OhntIWrc5QGlx9M8SemicPHDP0qSBRCibibvDCpia3kN3Cg/132
day,2024/6/24,科技,,,,,23,砺石商业评论,libusiness,2,62252,60300,31126,71,125,0,1260.87,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7xjhI0EDrhC5bYcATw75DkRiaEibtEu4KxpZTYAYFEelRQ/132
day,2024/6/24,科技,,,,,24,融通金,rongtongjin,7,105777,100000,15111,4,20,0,1221.34,http://wx.qlogo.cn/mmhead/SQd7RF5caa2L81DTbGEAIsHkVibBUeNJkqzVLjYkrb0L16mXVlBXlnr9VriaRrYWPQLqa9RjDQpia0/132
day,2024/6/24,科技,,,,,25,大米评测,damipingce,4,71468,41967,17867,21,215,0,1215.71,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4tqYFxX6GITfReInXxqbqSOC89muwicd7M3VsrcGdRqkg/132
day,2024/6/24,科技,,,,,26,果粉俱乐部,cxkj-001,5,69360,63901,13872,44,71,0,1211.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7YZLbzaCCMFvAxiaaP4nKg9yrSca34a7ADtenYoTx1qvw/132
day,2024/6/24,科技,,,,,27,果粉之家,applefansid,5,76725,68322,15345,14,63,0,1211.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5xCDgwKRBqcKc0zBsibR26kVsAfibE6SdrldxOy3prfDYA/132
day,2024/6/24,科技,,,,,28,品牌话题,yxwtt8,1,35261,35261,35261,139,200,0,1201.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM71g57Loib43cllJs6nPNgZlf1ia0a7tqNRonKMvhKmYdYA/132
day,2024/6/24,科技,,,,,29,微信派,wx-pai,1,38725,38725,38725,34,116,0,1182.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Xb5Qbdia5AuGTX4AeZSWYlhEIfGED63re6ibJHl6Wylcg/132
day,2024/6/24,科技,,,,,30,知识分子,The-Intellectual,1,29447,29447,29447,181,356,0,1179.12,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4lnbnbLlRUxicmyXia8Su6qtGs9IPYwrV7icXiaUTiblmGycw/132
