timefield,date,class,subclass,province,city,district,rank,name,id,passage_count,read_total,read_viral,read_average,tops_total,likes_total,forward_total,WCI,avatar
day,2024/5/1,科技,,,,,1,科普中国,Science_China,10,375430,320000,37543,1390,3275,0,1668.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WNT3fIqrOcJkUbiczhaVeeuknDIcdWyc3WEyMt2x2W3w/132
day,2024/5/1,科技,,,,,2,差评,chaping321,6,270330,100000,45055,283,1451,0,1551.21,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xLSHsmQn0ic8G4pgHC54jfUw9WiajH8CctzZibLzx4MMBg/132
day,2024/5/1,科技,,,,,3,中国移动和包,cmhebao,4,133736,100000,33434,232,565,0,1430.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4EuTQ0ribVJbAkDwCF7lf55Hff1flpMET43ia5txCicq1Fw/132
day,2024/5/1,科技,,,,,4,一亩三分地Warald,Warald_1point3acres,3,147864,100000,49288,79,164,0,1417.56,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7SBOE7cyqILwB2hsHuwvFxeWMxA5gbnbPBJ4fdiaU8ictg/132
day,2024/5/1,科技,,,,,5,投资界,pedaily2012,2,110730,100000,55365,130,321,0,1410.34,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7pfHR5JXkBNKYBgJZZr28Y0PTT5dSIF3hX6V0E8picZLQ/132
day,2024/5/1,科技,,,,,6,正和岛,zhenghedao,4,120156,100000,30039,220,330,0,1401.34,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PXCqiaXuY6v5DbCrSnmW4ZFvz6pquqlKC49Ria4hyVsqg/132
day,2024/5/1,科技,,,,,7,笔吧评测室,bibacps,4,116844,83701,29211,25,247,0,1332.84,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/5/1,科技,,,,,8,刘润,runliu-pub,3,84015,52962,28005,205,570,0,1328.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XkXuPCs4YMaek3hDRzVA8l10c5l93dQbcnL6DVVfwFQ/132
day,2024/5/1,科技,,,,,9,江西电信,jx189cn,3,80268,64406,26756,60,159,0,1284.84,http://wx.qlogo.cn/mmhead/ChCs6YSVOGXuYutTCG5JzN6yJicnVWlwiaiatcmN3R25o17yN4CiceiaBxhlNlyLn0Xxsh3Cic9bSpasU/132
day,2024/5/1,科技,,,,,10,金错刀,ijincuodao,4,87792,77984,21948,31,93,0,1271.5,http://wx.qlogo.cn/mmhead/Q3auHgzwzM77y7ECjjZYrvsic1OfzmNQROjibDG9T52vOYxy1ibwLJ6Yw/132
day,2024/5/1,科技,,,,,11,河北电信,heb189,5,76160,48363,15232,123,314,0,1266.46,http://wx.qlogo.cn/mmhead/XFJ8HdGGwGACicPPIKYoEbFMFvL9kDyUu6zaOmGiaKjoIPSw4lqY4PT1TVGeiadlq5Diceed8RNsrfw/132
day,2024/5/1,科技,,,,,12,中国电信,chinatelecom-189,1,45366,45366,45366,153,315,0,1262.6,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6OhntIWrc5QGlx9M8SemicPHDP0qSBRCibibvDCpia3kN3Cg/132
day,2024/5/1,科技,,,,,13,蜜蜂惊喜社,gh_0a84dddbde0e,2,65218,55643,32609,70,80,0,1255.74,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/5/1,科技,,,,,14,猿大侠,yuan-da-xia,3,80220,69361,26740,15,76,0,1246.97,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ClBSPs3ugIW2HGHoMnKYSh75Yicn41B6v1RG0K7u0Vgw/132
day,2024/5/1,科技,,,,,15,广西移动10086,gxyd-10086,7,93786,79495,13398,26,68,0,1244.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4JIqZG1gn4Un0KMfjjF8E1KX2yayWagDkiaDma1e0aSAA/132
day,2024/5/1,科技,,,,,16,APPSO,appsolution,4,65952,57527,16488,107,354,0,1236.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nbURBZYkjq2GO3z9seWGPZolkwO4ROvphqbAksKqUSw/132
day,2024/5/1,科技,,,,,17,基层干部,jcgb365,3,54303,42258,18101,82,156,0,1206.01,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7OfC12DdUt1aIwCgZicF3B0Or9aqK9edHBnrtVKMNcpvQ/132
day,2024/5/1,科技,,,,,18,电动知家,ev_home,10,77780,43294,7778,33,81,0,1172.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4j2D7PhCeTia74vSNeaUPoicI0Jyz3N8A1VEj5MMTjEvlA/132
day,2024/5/1,科技,,,,,19,麦杰逊,wy-xcs,1,23991,23991,23991,285,608,0,1155.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6t6yMRK34iabLe1FYQtxXyXDUmjYxq8Dm0HfcMCy1kCZg/132
day,2024/5/1,科技,,,,,20,大米评测,damipingce,5,60695,22824,12139,23,218,0,1152.33,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4tqYFxX6GITfReInXxqbqSOC89muwicd7M3VsrcGdRqkg/132
day,2024/5/1,科技,,,,,21,美的智慧家,i_midea,4,49836,36025,12459,32,76,0,1146,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4t1oq0QurzIdtZVu64rLlcDv8SNNF57fbtic6kkLh6UMQ/132
day,2024/5/1,科技,,,,,22,量子位,QbitAI,4,42140,36205,10535,75,136,0,1145.45,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6PqxX9Yx8MibJ3nial8ialvVrRs3PxhCJm7eWgR7vFrowLA/132
day,2024/5/1,科技,,,,,23,GeenMedical,iGeenMedical,1,42515,42515,42515,3,67,0,1142.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM52kOum9VeNzFDn87pzmic5luy7zJoaX1wPNic8icDcsgMJg/132
day,2024/5/1,科技,,,,,24,新智元,AI_era,3,36639,31219,12213,105,176,0,1142.35,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5Ge0ZibsJqTzd6HdTSHcydlic4TnsmpJicUrIlicD1L9ficFw/132
day,2024/5/1,科技,,,,,25,中科院物理所,cas-iop,4,39532,28316,9883,90,415,0,1142.12,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6k5w49ic4tJ8gaZ0YKXPPyibiaNh47hgvG7UPHxpelrzQicg/132
day,2024/5/1,科技,,,,,26,好奇博士,haoqi238,1,30740,30740,30740,27,194,0,1138.83,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/5/1,科技,,,,,27,河南移动,hnyd4g,4,51632,33407,12908,22,64,0,1134.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5L1H2foLXn1bMrSHu8uwWoYzRtGRqEhRpMheXhzthagg/132
day,2024/5/1,科技,,,,,28,S叔Spenser,spenserandhk,2,34112,33274,17056,33,127,0,1124.45,http://wx.qlogo.cn/mmhead/CJ35Z2cnZA306qUGAb8kQ4ajBx16JTSaRYd59Lat1uXdFVWHVGHFDR71dryCGSWvlEgSwzkz02M/132
day,2024/5/1,科技,,,,,29,哎咆科技,guofen1225,4,54996,47352,13749,5,35,0,1120.94,http://wx.qlogo.cn/mmhead/Q3auHgzwzM64PlouTwZ33pw86VxnMHEIzIYtSbUQ0ibgobzuTF5aNng/132
day,2024/5/1,科技,,,,,30,机智玩机机,jizhiwanji,3,42015,41169,14005,20,45,0,1119.23,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4qcl73JufhvkEx6EN6pxPxCnLZbs1ldHoQrWD5RjwDAQ/132
day,2024/5/1,科技,,,,,31,广西电信,gxdxwt,5,40870,18335,8174,116,218,0,1118.47,http://wx.qlogo.cn/mmhead/Q3auHgzwzM791rO5VG1VwwiakibL3hDHhsrpWUAlKWJeamuHjY1sMzvw/132
day,2024/5/1,科技,,,,,32,中国移动,cmccguanfang,1,25719,25719,25719,52,135,0,1112.22,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6MGvHqlwLPbuAk5WkYYsDDumQTtm7L4SJqWxm5beEvBQ/132
day,2024/5/1,科技,,,,,33,品牌营销报,PPYX007,1,23469,23469,23469,73,173,0,1104.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5wQkb0PDribMM5jB41qjlH79swlfkIGicQPakia3uDxzNBw/132
day,2024/5/1,科技,,,,,34,创业邦,ichuangyebang,7,51562,47780,7366,18,47,0,1103.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/5/1,科技,,,,,35,中国气象爱好者,qxahz-tybbs,1,21782,21782,21782,65,183,0,1088.56,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7euucbuibs0elzxOYstWJNIP5QicKCrhhnKZe4AViaeO4yw/132
day,2024/5/1,科技,,,,,36,张丽俊,zhanglijunCherry,3,28914,24644,9638,82,140,0,1087.74,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5guFR4gpLjEk3H0HHWTajIDA1wbzj8WCZxqWvV5aPEvQ/132
day,2024/5/1,科技,,,,,37,电脑吧评测室,diannaobar,3,40272,13990,13424,24,129,0,1086.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6TX2iah7m9pwj9kCaSBqJqVfkseQc32krPXd43HSQwWDg/132
day,2024/5/1,科技,,,,,38,CHAUMET,CHAUMET1780,1,17540,17540,17540,151,790,0,1083.86,http://wx.qlogo.cn/mmhead/LHdtlaBo22fjAF1iaNdYFONiacCNdNTgKcseC0kCNxpbGVu7YnxYGdfInef4rMduWfl47un9sPqCg/132
day,2024/5/1,科技,,,,,39,高分子科学前沿,Polymer-science,8,45880,33633,5735,18,45,0,1078.65,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7g4bvHBnw8SxqzZZhCc1icdffjfbWotLFcnNNIpRqWWSw/132
day,2024/5/1,科技,,,,,40,联想控股微空间,LEGEND_HOLDINGS,1,19084,19084,19084,105,238,0,1076.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM65DzPu5oUaib3mNEiaH79XWfSJChmp7HMjD9zNLdGqYgfg/132
day,2024/5/1,科技,,,,,41,中国联通,chinaunicomguanfang,1,19494,19494,19494,77,129,0,1065.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5lJI8SJE0B5ww3SaOL3n0IWaRY38iae9gMmNcW81qNtyg/132
day,2024/5/1,科技,,,,,42,私募排排网,simuppw,2,24192,24191,12096,50,93,0,1062.74,http://wx.qlogo.cn/mmhead/hqDXUD6csUicgWIwFhnq0YHGXmMDIyiax59PtXSvmo8ibJgc1YOHk5Du2d5ic1qfC3TwsV3EUgx0Wicg/132
day,2024/5/1,科技,,,,,43,EETOP,eetop-1,5,39440,32947,7888,7,34,0,1050.67,http://wx.qlogo.cn/mmhead/Q3auHgzwzM51jA6K7wRBkVZWicbyzLibIDWiaLVQRBeTyShREPWlzVuWA/132
day,2024/5/1,科技,,,,,44,放毒,iFangDu,2,28904,26740,14452,9,46,0,1048.16,http://wx.qlogo.cn/mmhead/Q3auHgzwzM60d1RiaibgWicbajkoa7e1LQzh5CuAXoROarnCuYgjYVYtA/132
day,2024/5/1,科技,,,,,45,机器之心,almosthuman2014,5,34720,20178,6944,28,57,0,1047.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM75UiawQgcdqOcmtYS7Jibug9J7dskxkNicGiadtdKl7mLyiaw/132
day,2024/5/1,科技,,,,,46,安全生产技术,Safety-T,1,23389,23389,23389,16,26,0,1047.33,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5JdnNw49VpXibaZQc2iczppD8SDpoLicVpcoLjCCILGM8mw/132
day,2024/5/1,科技,,,,,47,网罗灯下黑,wldxh8,3,28017,22643,9339,15,128,0,1042.19,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5Mc7vNJ3j9ofuVwYKxp1ShnynZZuMvmRRia6h5JsOSK9Q/132
day,2024/5/1,科技,,,,,48,医路向前巍子,yiluxiangqianweizi,1,14947,14947,14947,149,341,0,1041.5,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Vj7h0pmUYLteFD9iaQ4FXMVx8UGbB6kkIFiaH2MgzOqxA/132
day,2024/5/1,科技,,,,,49,抖音,douyin_app,1,18042,18042,18042,43,124,0,1038.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5eoI4xhpZudr6WhSBRDxsDtIWKaO6puF6QC4YZibpVTaw/132
day,2024/5/1,科技,,,,,50,科技兽,KeJiShouX,3,35355,23833,11785,4,31,0,1032.22,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4zmiaiajYIkQaxWsx02nvIeiajxPQH9J4yShHn47BMea2NQ/132
day,2024/5/1,科技,,,,,51,胖虎看西游,mhxypanghu,8,44712,20880,5589,10,13,0,1024.28,http://wx.qlogo.cn/mmhead/Q3auHgzwzM49KOacYqTdhfqEzpsHXp0fyTJSnghicMLBx7Uao72Q1Pw/132
day,2024/5/1,科技,,,,,52,二大妈有话说,erdama365,6,24774,18206,4129,106,132,0,1023.33,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6busKHLLnic7HQ0woFB27GZgIlFZGlwYBwdXRfZmexOjQ/132
day,2024/5/1,科技,,,,,53,程序员的那些事,iProgrammer,1,22623,22623,22623,6,17,0,1015.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7xBJfTWL9vJJbfagFiazKk14IymA2TEYd7r8wYw4Piaueg/132
day,2024/5/1,科技,,,,,54,战忽智库,jincanrong62,7,25648,12268,3664,102,317,0,1015.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6Fr3ylYJiaD1KeWicia93ibG2icU1kPzY3jCvc9n7iaq9Seyzg/132
day,2024/5/1,科技,,,,,55,星图金融研究院,SIF-2015,1,15108,15108,15108,66,139,0,1015.3,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5sa6GDsELj5abMasyp9uZicAKRTSpaCBX4228SDe9eA6Q/132
day,2024/5/1,科技,,,,,56,北京联通,beijing_unicom,3,25341,22451,8447,19,31,0,1010.72,http://wx.qlogo.cn/mmhead/Q3auHgzwzM49xtLkJ4nq6QAvR92MURibyYfmvYQ5TYs62QpOqQ4NNug/132
day,2024/5/1,科技,,,,,57,Sir求职,dl41039,1,24590,24590,24590,3,6,0,1004.52,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5SdKhvsgVL3Px3UxznwzsXg1Uclt163vMkiakyOvONlDQ/132
day,2024/5/1,科技,,,,,58,杭州移动,hangzhouyidongweixin,1,18601,18601,18601,12,31,0,1000.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4VZM7OuyndvtAe5ckmKeqVCLRxzEEgecWeJ7wxTJaLNA/132
day,2024/5/1,科技,,,,,59,重庆移动,cmcqnc,4,27080,22845,6770,11,31,0,1000.15,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6ZwpHb94d9rnaZOy9S25SQia5cA8iaJzyjO1m9icYRNBl3g/132
day,2024/5/1,科技,,,,,60,好乒乓,haopingpang8,8,29296,18685,3662,25,53,0,996.26,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4KUFJvkowvcDmLBmicFrAJC02GNAGHaKoZcU3CNiab9vNQ/132
day,2024/5/1,科技,,,,,61,首席商业评论,CHReview,5,25550,19275,5110,26,36,0,994.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7LTSRGJm4qwRORNfPickriaB1PjxYfSCSjQhONdUyAwaCw/132
day,2024/5/1,科技,,,,,62,销售与管理,Marketing360,3,25080,20135,8360,10,22,0,991.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4RhV2AYYvYZU8pWrQGP3Cv4v5oZQGS50Ugic8wXgnxibIw/132
day,2024/5/1,科技,,,,,63,小米好物研究所,xiaomi-shangcheng1,1,18606,18606,18606,7,28,0,989.04,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4E26983PAss1Hc7eicoaa2KzpBtcVeTyxwxvacdvRdopQ/132
day,2024/5/1,科技,,,,,64,老俞闲话,laoyuxianhua,1,12910,12910,12910,61,177,0,987.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PDSC8zZBZhfibOAbMpHU47KTG9VrSlMA49Hb1g9Xib7gw/132
day,2024/5/1,科技,,,,,65,华为手机,huawei-mobile,1,13784,13784,13784,38,121,0,985.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6iaVat5TgJWmdvUPB7v9ClpZicpQf7twX1NoEBmfy20Usw/132
day,2024/5/1,科技,,,,,66,怡禾科普,gh_d419887afd37,1,18684,18684,18684,8,16,0,985.12,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7p5tVTaXEkOzKl07PWcrcCvH2Wz0k3t6pMgJWVhDFbHQ/132
day,2024/5/1,科技,,,,,67,中国科学院高能物理研究所,casihep,3,17457,16667,5819,44,190,0,983.6,http://wx.qlogo.cn/mmhead/Q3auHgzwzM49sg0xoXHyh8TLZf8VLCF4YgFgXYpn3PhLLumFMG5vnw/132
day,2024/5/1,科技,,,,,68,龙de船人,imarine,9,31707,23493,3523,11,33,0,981.83,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6XM9Ftm8qP61drSZHrgzrqb7fPgwPlTnIv4tNfCfabxw/132
day,2024/5/1,科技,,,,,69,匠心之城,jxzc681,10,22640,19681,2264,64,145,0,981.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5UIg1icxQic7A14En5TCaTlWy4o4r3ZCnEs7PqAVA0VZNA/132
day,2024/5/1,科技,,,,,70,家美鲜鸡蛋,XSJMXJD,3,22794,22356,7598,7,24,0,976.15,http://wx.qlogo.cn/mmhead/k8mFfEmdQe0vgPIOnI5vtx4EdsHjCKPoZaMtzBES5bGS0tTDCJsw7fibfiaHYJR7nuSgd7DXYKfwg/132
day,2024/5/1,科技,,,,,71,南翌说堪舆,nanyifs,6,20958,3018,3493,254,509,0,967.2,http://wx.qlogo.cn/mmhead/LIMVN2XWG8FHNPEWXte5g4qTVbQz1btxlUiaqQ4JsEJcPicEcS4Lqc1p708hnjk5xIC9chLrolGsw/132
day,2024/5/1,科技,,,,,72,极客公园,geekpark,2,17598,17597,8799,16,49,0,962.99,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6dnlEsZXOPTtkZpEYHJ3nvUviaGTbLGUj4VRaq3vra2icQ/132
day,2024/5/1,科技,,,,,73,上海电信,sh_189,7,29197,12636,4171,9,37,0,958.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6EXORnOMvAcULBBNYc3BhUZCJzicMcw5tMwtbIHONkiaTQ/132
day,2024/5/1,科技,,,,,74,科技象,kejixiangtv,4,21852,16884,5463,11,34,0,956.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6ZAf2ia0FHd5NvIlILK3fP9RYSGZRPuE3zVQtaN9WKDOQ/132
day,2024/5/1,科技,,,,,75,惠州移动,cmcc-hz,1,10588,10588,10588,100,119,0,955.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7nex1HByRUSkcRw6FfFYVwNK26pibbia6RLcbtiaEic9N3iaA/132
day,2024/5/1,科技,,,,,76,天龙八部,cyoutlbb,1,17343,17343,17343,3,19,0,955.02,http://wx.qlogo.cn/mmhead/4h0Uv4XOMvNXr9ZAaFIcI9KBKd0HK9HgbhK8hnaqBym754do6LpXF5kwv0TRRlcyiaIG2cH3Skq4/132
day,2024/5/1,科技,,,,,77,漳州移动,zzcmcc4G,4,23760,22622,5940,5,12,0,954.96,http://wx.qlogo.cn/mmhead/ofvnGicEPbfTD2T47H9kpFsM7eWsSCiaChYeCXeZZrsK0BicJQc4NKFaCC8WPNhTnLdjrghu68YuBs/132
day,2024/5/1,科技,,,,,78,毕老师说,BiLaoShiShuo,3,19314,18432,6438,10,32,0,954.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5pncDql3SGnrxoH50ysJmj1QhkbFehsWsnicdRN7ia67fw/132
day,2024/5/1,科技,,,,,79,卡奥斯工业互联网平台,COSMOPlat,1,10377,10377,10377,109,111,0,952.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4fZIl5h1v5ORqeiaDRJBaArM753Pibkh8Z9h3b5ZX3Unmw/132
day,2024/5/1,科技,,,,,80,安能物流,Ane-expressV,2,13024,10248,6512,62,182,0,950.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5YV6gfZgfV6vDcbVNHpoggxNktSia2pibqbHe615CM1OJw/132
day,2024/5/1,科技,,,,,81,插座APP,chazuomba,1,12330,12330,12330,27,49,0,946.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5uib3LUT4iaZxOozYPia4sucgWMSznSe6vjwDyjIjzE9h7g/132
day,2024/5/1,科技,,,,,82,黑龙江移动,hl_chinamobile,8,26856,14692,3357,12,27,0,946.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5KQsxJ4YxZoaRXJ5SDXePgvWnicqX3FlrJ0o9BicGYmdlQ/132
day,2024/5/1,科技,,,,,83,佛山移动,gmccfs,4,22452,15107,5613,9,18,0,945.25,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5gUY2TTQC7EpSicMrNnX92gtnwVzlGky9aaGcVevjOBtw/132
day,2024/5/1,科技,,,,,84,爆科技,baotechnology,1,11094,11094,11094,57,60,0,944.61,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4C6ekuEdkNnz5u9jtnrGMZGxy6fvYZ7O4uPpWnUGqf0w/132
day,2024/5/1,科技,,,,,85,笔记侠,Notesman,2,13838,10317,6919,47,89,0,942.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4DibtZaKLw0xbIDNp3oa3U9VgX6u5e9B1P1ZkPkQgqOpQ/132
day,2024/5/1,科技,,,,,86,李药师谈健康,Jnpharmerlee,2,20676,867,10338,22,46,0,942.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4cZCyvkhcl7iaicJtF5JzVyiacBCWgdINCckX1gpbZR2Arw/132
day,2024/5/1,科技,,,,,87,运营商情报,Look_Secret,4,24680,16411,6170,4,16,0,938.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Hry16LOEiaqagQfmMoEia2ibaF6jEZKAgeDl8OpfvH8ibSA/132
day,2024/5/1,科技,,,,,88,广东交通,gdjtdyh,3,16893,16893,5631,19,51,0,937.48,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4TxnRwT0cb5Cc0icUnhmhtugvKAklJiacy1NpksibIe9krQ/132
day,2024/5/1,科技,,,,,89,玩机鸭,wanjiyatv,4,19680,14192,4920,12,29,0,933.62,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6oaBSm2wKrMkE1aPeCDhIOyAUrwiaJNQFFycl8ZodzMcQ/132
day,2024/5/1,科技,,,,,90,iNature,Plant_ihuman,7,21784,10994,3112,27,43,0,933.15,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7x9OJ5ib6cmaFd4PWsEr6zA1GP4Wb2iabI6klcD5EE8goA/132
day,2024/5/1,科技,,,,,91,刘兴亮时间,liu_xingliang,1,12587,12587,12587,18,19,0,930.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5ZTXWhRA6EtLqg1IddxYgHQuqzRLyf6AgjJ8ISVAhoow/132
day,2024/5/1,科技,,,,,92,躺倒鸭,tangdaoya,6,21366,10867,3561,14,70,0,930.71,http://wx.qlogo.cn/mmhead/Q3auHgzwzM47LqXbpbcqtibnBTkms7ic9m1iawbPJHazG9lsm3HgbC1sA/132
day,2024/5/1,科技,,,,,93,一号球王,kvball,4,19292,12036,4823,12,40,0,930.34,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5dn9icHP0Jmuyz8uLFdq1ZiaSVsHfs7oPckeVhckqcPickQ/132
day,2024/5/1,科技,,,,,94,京房字,jingfangzi,1,13143,13143,13143,9,23,0,927.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7HVBw0hfvsxKZQKKkibBFG8fp9vh2YChzaajs4roSoRaA/132
day,2024/5/1,科技,,,,,95,知识分子,The-Intellectual,1,10049,10049,10049,40,88,0,924.92,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4lnbnbLlRUxicmyXia8Su6qtGs9IPYwrV7icXiaUTiblmGycw/132
day,2024/5/1,科技,,,,,96,梅州同城会,mzkjr0753,2,14096,14096,7048,30,14,0,924.54,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7C5zO3rribfEuEAkhvmoQdyTxOV26Dz7RreTDqz4kTuEA/132
day,2024/5/1,科技,,,,,97,行业研究报告,report88,8,17000,13011,2125,52,82,0,922.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM695weMrvU2HGzr5WMWTTx9HvbOr3VQJKTpMca821CSrA/132
day,2024/5/1,科技,,,,,98,最美移家,cmzmydr,1,9915,9915,9915,20,161,0,917.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5TD7gcHxiaJJOXtiam5GsEVK5ictFWicTGiaVZKZFia39A6WlA/132
day,2024/5/1,科技,,,,,99,上海活动指南,eventshanghai,1,10134,10134,10134,32,56,0,916.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7L4Ozryhr2PB3m8UmSll3aIKw9enYiaakVI0sjNoJpJkw/132
day,2024/5/1,科技,,,,,100,云南找工作,ynjobs,8,33640,11545,4205,2,4,0,914.01,http://wx.qlogo.cn/mmhead/Q3auHgzwzM50DqicXklhia4QulXqbx7uRjpw51lIfSZ144EUry7JhoVw/132
day,2024/5/2,科技,,,,,1,科普中国,Science_China,10,319950,250000,31995,1021,2846,0,1621.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WNT3fIqrOcJkUbiczhaVeeuknDIcdWyc3WEyMt2x2W3w/132
day,2024/5/2,科技,,,,,2,差评,chaping321,6,285822,100000,47637,141,1093,0,1538.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xLSHsmQn0ic8G4pgHC54jfUw9WiajH8CctzZibLzx4MMBg/132
day,2024/5/2,科技,,,,,3,刘润,runliu-pub,3,128193,96107,42731,310,935,0,1448.75,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XkXuPCs4YMaek3hDRzVA8l10c5l93dQbcnL6DVVfwFQ/132
day,2024/5/2,科技,,,,,4,中国联通,chinaunicomguanfang,1,100000,100000,100000,129,351,0,1431.09,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5lJI8SJE0B5ww3SaOL3n0IWaRY38iae9gMmNcW81qNtyg/132
day,2024/5/2,科技,,,,,5,刘晓博说财经,liuxb929,1,100000,100000,100000,126,352,0,1430.58,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ZEPcudJjHicib0ZTUdvhxXSicicnapVcrZbBAJOy8m7wWVw/132
day,2024/5/2,科技,,,,,6,好奇博士,haoqi238,1,92221,92221,92221,122,895,0,1426.45,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/5/2,科技,,,,,7,星图金融研究院,SIF-2015,1,100000,100000,100000,63,140,0,1399.93,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5sa6GDsELj5abMasyp9uZicAKRTSpaCBX4228SDe9eA6Q/132
day,2024/5/2,科技,,,,,8,广东电信,gdkf10000,4,140792,100000,35198,81,155,0,1390.19,http://wx.qlogo.cn/mmhead/jRoggJ2RF3BibLTKF5UOz86gcjO2fNBQgibWO4tM0M0rjfsHiaxLRnSNCMDBwx6St44BUahbANoKHU/132
