,title,link,create_time
110,主题团日 | 19信二&20信一：聚青春之力，扬冬奥精神,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651283872&idx=1&sn=89a06e35bf71e177d907db5fa5837647&chksm=bd12cc158a65450363a2f5323d334180b1b4e9b00396882d45255ef28cd1e8151e87542e9f7f#rd,2022/4/25 22:47
111,主题团日丨20档案&20软一：牢记领袖教导，分享青春感悟,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651283836&idx=1&sn=4ba122d449b61f2651e6fca3ff19c57b&chksm=bd12ccc98a6545df582b5d7e84b303ca96194266851eaf2af31d3bd5959ff90946dea54f03f3#rd,2022/4/24 23:29
112,第十二届全国大学生电子商务“创新、创意及创业”挑战赛武汉大学校赛获奖情况公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651283836&idx=2&sn=2248f3492b82288c7995e744cfc8442d&chksm=bd12ccc98a6545df70d307e25a6cba8cd355b91ecf2bc8a88d8cbc9c7d2787d4ee37b6f1da0a#rd,2022/4/24 23:29
113,赛前预热 | 武汉大学第四届本科新生信息素养挑战赛之往届真题（倒计时day 1）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282443&idx=1&sn=abb5f595c4795971e19e1db92599fa08&chksm=bd12f1be8a6578a8549a3532dd289df83e3d8c4bf1f036a80ff5cb80cb341c719a9c71260458#rd,2022/4/23 23:19
114,世界读书日丨大手拉小手·一起爱阅读——我们都是阅读推广人,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282443&idx=2&sn=6547373a970cfbad91d6821e5bd2adb5&chksm=bd12f1be8a6578a8c8754b7e2479766105037283378e560ca9c2b47dbc19c947c297f74c597f#rd,2022/4/23 23:19
115,赛前预热 | 第四届本科新生信息素养挑战赛之往届真题（倒计时day 2）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282036&idx=1&sn=a7bbb64881f8db93b9b9bf760062ef06&chksm=bd12f7c18a657ed7389c0cc05cdbe65257fc12663ab38d15e66e2d5c0e1e668874501a627c86#rd,2022/4/22 23:27
116,微光摄影大赛 | 获奖作品展示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282036&idx=2&sn=04e4470e6bd874b088a9450cc4ac1fe3&chksm=bd12f7c18a657ed7eca07c2183fd395fbd0f4bf3981d03a59707286e33c2d24a65a51c282c13#rd,2022/4/22 23:27
117,帮推｜Hi，让我们开启“数说阅读”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282036&idx=3&sn=3704d164ef825c377f9ccaa214d56ded&chksm=bd12f7c18a657ed71801c7e091bdf8b9d1a91f4d546eab99ab0c96893a3d9c4f0d37deccb4c0#rd,2022/4/22 23:27
118,帮推 | “青春献礼二十大”主题微视频征集大赛来啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651282036&idx=4&sn=b411ccfc5b42e6e38bf990a3c74ec571&chksm=bd12f7c18a657ed7d4240f01a6e73aada314c11827d3bb1a2c362bc3751f1a82e65ca31714e7#rd,2022/4/22 23:27
119,预告 | 武汉大学第四届本科新生信息素养挑战赛赛前培训,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281944&idx=1&sn=9a0f7da15d313626a3c26d771d0e8deb&chksm=bd12f7ad8a657ebb639c1b7ebfd437df092d423cbd89dd83cd833485e3cf7b94efcea6dfdeda#rd,2022/4/21 21:25
120,赛前预热 | 武汉大学第四届本科新生信息素养挑战赛之往届真题（倒计时day3）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281944&idx=2&sn=528b8acf03dddb3057d6849e0b3bd550&chksm=bd12f7ad8a657ebb5403b47c987eedae1b51a5fc07eac42700d97f084607ba2e51ae6e16ae34#rd,2022/4/21 21:25
121,青年志愿者“社区行动” | “发自爱心”银发义剪走进武大工学部社区,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281944&idx=3&sn=271ea5d421134a6a325cca8f9ba42e65&chksm=bd12f7ad8a657ebbc372b54415cbc2130ad2ae48a28a66b4be61610726ec40718168c4afea17#rd,2022/4/21 21:25
122,学院“专业开放日”活动成功举办,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281944&idx=4&sn=4ba23e2b7be3fba60ef6244cad799a0d&chksm=bd12f7ad8a657ebbfeccfea093834fe9b999a308ce4825e8458d880dbf54d262f4f0a91bbbea#rd,2022/4/21 21:25
123,学术活动 | 珞珈信管+青年说（第三期） 共创元宇宙：理论与应用的学科场景,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281944&idx=5&sn=db17af5292cf9d8e3d4c7d4ec0c28b2b&chksm=bd12f7ad8a657ebb6196c7b9a73d6e50ceb1dc338eb8755d0f31c53dd546685954e5a072567b#rd,2022/4/21 21:25
124,青年大学习｜2022年第九期：紧跟着中国共产党打破一个旧世界,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281809&idx=1&sn=447d1b66b749d68430972ec6a9dd8059&chksm=bd12f4248a657d32d3f91f3b198f4966e6a02167c337e76ed396e4c0b7a64cbbb34617198cbe#rd,2022/4/20 23:04
125,学院“专业开放日”活动成功举办,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281809&idx=2&sn=66942e251a2d17f57c807fa3bcedfb40&chksm=bd12f4248a657d321070577fcd988eed9e27e7e3e0ae27f32149f39e76a5a245645fea5ddf83#rd,2022/4/20 23:04
126,珞珈之春科技文化节 | 武汉大学第四届本科新生信息素养挑战赛开始报名啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281601&idx=1&sn=5decace0bedf47da8c2ca1795831a061&chksm=bd12f5748a657c62d90b63ce40fab26c75136365d51bb85902e7e11927ef5e190c76c8823f2d#rd,2022/4/19 0:15
127,赛事活动 | “红以传歌，创以赓续”——红色文化创意设计大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281600&idx=1&sn=a696b97baa92f258259ea6711fb7b091&chksm=bd12f5758a657c636810d5a8b20960d106a8c93e3cc15b4d86f497c15e20dfb4094eb9fe6ded#rd,2022/4/18 23:18
128,主题团日 | 20图一&21社一：百年奋斗凝聚前行伟力，迎二十大共奔崭新征程,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281600&idx=2&sn=f453b6520efef5b129c31e07a9f64256&chksm=bd12f5758a657c63312b705b2906b18b7e90d6b09c90413f1b87a7ff596f5e75a34310c08f60#rd,2022/4/18 23:18
129,赛事活动 | “红以传歌，创以赓续”——红色文化创意设计大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281599&idx=1&sn=2f8a8f784d40f53ca45f9267a4a7794b&chksm=bd12f50a8a657c1c3d6825ede30c9e77914585020c9297ce0a927c1bc61800e16f2437a77b39#rd,2022/4/18 23:13
130,主题团日 | 20图一&21社一：百年奋斗凝聚前行伟力，迎二十大共奔崭新征程,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281599&idx=2&sn=8d6ef60dcec57960307cfeacf3b915dd&chksm=bd12f50a8a657c1c69219e39bcdfa545ac1b84fc4b8b8238f92e2b528dc6752be98caa8fc2ee#rd,2022/4/18 23:13
131,不能大意！武汉大学再发紧急提示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281137&idx=1&sn=ca1a81ce9e2d6663b54501fd99a88fdd&chksm=bd12fb448a6572529cec00d0ee6fc17570cf640a51a51b78ad55fa7a07a40fdb30c7b47ffbfc#rd,2022/4/17 23:33
132,主题团日 | 20数出&电商：学党史脉络，读冬奥精神,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651281137&idx=2&sn=5e05db34b457ffa98faf8f0c9a428d8a&chksm=bd12fb448a657252936db1b93162e7ee55443c01da2be6bb9612f054301618c871306da9ade5#rd,2022/4/17 23:33
133,武汉大学疫情防控指挥部发布重要提示！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279925&idx=1&sn=95e2668c99328a13d9f57b2fe738edc4&chksm=bd12ff808a65769601a770a1fa5f8aed6596c03982127b47fbfe9e605fa0810613c0f460ed8a#rd,2022/4/16 23:19
134,榜样之声·科创篇 | 脚踏实地，永不停歇,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279925&idx=2&sn=30e5340f578b4b77846a51904f24aae7&chksm=bd12ff808a65769619c3b7e283333bc176652a87168a8e830aeadae844994a9ea40d3b7d1b1b#rd,2022/4/16 23:19
135,帮推 | 【团史知识竞赛】学思践悟展青春风采，赓续力量助一生奋斗——团史知识竞赛等你来战！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279925&idx=3&sn=33a6a469e1f1ef7aeab3d3e9e49693eb&chksm=bd12ff808a65769634f026a78b0fbbc14a78124a170704d89a1ed0664dd1cfe0b3a5e8d6e084#rd,2022/4/16 23:19
136,帮推 | 【五四演讲比赛】——“贺建团百年，发吾辈新声”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279925&idx=4&sn=d0133641f66da74d7879d63a5512d01f&chksm=bd12ff808a6576964c449c4c9913b383b2a087ad80b00868aa2e7ce4b92e95872b719cd3d8b6#rd,2022/4/16 23:19
137,同心防疫，有你有我 | 致信息管理学院全体同学的一封信,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279815&idx=1&sn=3c34d2d8d119075126e6d3753e353ede&chksm=bd12fc728a65756483fa744c44dc0cc54eddbf767920d568cc6e5f77a68e3fb70de16c143f9c#rd,2022/4/15 23:35
138,为啥天天测核酸？原因看这里,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279815&idx=2&sn=eaef3b4a1fc9b301df3cd53a14311bbe&chksm=bd12fc728a657564a60ad7379ae7d34f990db31705a474fa7325aa5f189a0ca598f1e1a60491#rd,2022/4/15 23:35
139,一轮又一轮核酸？答案来了……,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279815&idx=3&sn=d4808996058dd4288bcae865c29f968c&chksm=bd12fc728a65756431f54c5eaf1810769e7141805decc7d1b6ac000f2fe48aa94df5aae403c0#rd,2022/4/15 23:35
140,校园疫情常态化防控怎么做？这组漫画指南请收好！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279815&idx=4&sn=531aeefa8ee85661d6f94cda8bd9683b&chksm=bd12fc728a657564e67fbb10da031abc7266bacf0a258eef8e2efbb4449021da7c264f272194#rd,2022/4/15 23:35
141,活动预热｜第二期心理骨干提升营：积极心理学讲座等你来,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279770&idx=1&sn=a49cef4209a20e84a3bc4d869696d2f1&chksm=bd12fc2f8a6575391cf530c9c5bcb9c3fcef278ccd27d96c4ad4bb42723677bb59dc77efa6e2#rd,2022/4/14 23:53
142,活力信管｜“社团文化周”第五弹：信息检索赋能辩论表演赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279741&idx=1&sn=aeefcafcd569a206df88e589d854ee4a&chksm=bd12fcc88a6575dee8d1376708d3c4f51394270919ed4820384aadf01911d73c90fdaca334f6#rd,2022/4/13 23:51
143,照耀、温暖，微光摄影大赛等你来 | 投票（A组）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279741&idx=2&sn=2a9a79f1b29bafd323e381d6b5429a8f&chksm=bd12fcc88a6575de7470db5f18fb28ef11307baf7666a68207c481458ccbbd617e4230b333a9#rd,2022/4/13 23:51
144,追寻、靠近，微光摄影大赛等你来 | 投票（B组）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279741&idx=3&sn=8a24ec54107078c8be8ab22bcb97f148&chksm=bd12fcc88a6575de89ce9a974c65e832524109b6ce753def9eb444edb86b2eb3fb8248fc0949#rd,2022/4/13 23:51
145,治愈、幸福，微光摄影大赛等你来 | 投票（C组）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279741&idx=4&sn=86810acea307c75ab85b868d5450cece&chksm=bd12fcc88a6575de06e8df15d5f52c456c7da4368b9c31513750c91f6419b49ff23dba5966af#rd,2022/4/13 23:51
146,专业开放日来啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279700&idx=1&sn=bf05eb9d55b35d713c7254d6d7b8218c&chksm=bd12fce18a6575f74323e4c0dd944dceb2b8b1195d4eba4c992d5dd1dd3e0778ea0a0889aa9d#rd,2022/4/12 23:44
147,第四届旧物改造大赛来啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279700&idx=3&sn=5046976e53faf5226da201a57686fbae&chksm=bd12fce18a6575f78829b605e2d708496ce62b36b1f848e119f820b46d46baa4fdb30f60693a#rd,2022/4/12 23:44
148,@信管院本科生，“小信心解忧屋”开放啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279177&idx=1&sn=71f6e56ee0fa40abc1e5e278a3925cc1&chksm=bd12e2fc8a656bea93302fc40874a2db6d69e1779b0bb6b4d2ef09238d874d340bd5dac2ad67#rd,2022/4/9 22:11
149,携手环保，拥抱绿色,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651279177&idx=2&sn=e25724b6032c748197ad29830b9994c3&chksm=bd12e2fc8a656bea9ac75ab5cb61c1b2b3cd1a04a0eee19c3f877174f613aea42ae20d3075af#rd,2022/4/9 22:11
150,互助学习，考试没问题！——“SIM学习帮”互助项目回来啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278967&idx=1&sn=6dd0619c201101c53479ab95edc52712&chksm=bd12e3c28a656ad4692203a0490e346a71d89e16196b303e131481df55687ce72e2edf709beb#rd,2022/4/6 23:46
151,活力信管 | “社团文化周”第四弹：决战绿茵场——足球趣味赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278967&idx=2&sn=ace19de4034d7365727d580982e5967d&chksm=bd12e3c28a656ad4439f4220cdd0478968ce3ab7ae97cdaf602e6266aed845c402ce6852fe67#rd,2022/4/6 23:46
152,活力信管 | “社团文化周”第三弹：羽毛球趣味赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278882&idx=1&sn=98e546f68486abf658e9c8828107cedf&chksm=bd12e3978a656a81c37445592c4629d6f1d875dbe2fca2fd0c514174bea316cbc53c25507e5d#rd,2022/4/5 23:24
153,帮推 | 品牌活动：全国大学生樱花诗赛正式开启！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278882&idx=2&sn=9be7d1bbe34a315784dfbf7244fdc9ab&chksm=bd12e3978a656a8168c8cc471efa52e5196c9b69a8973136a7a53146915713d222c37a48520e#rd,2022/4/5 23:24
154,帮推 | “楚风杯”全国大学生樱花笔会正式开启！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278882&idx=3&sn=762d67144f373e58326bc7dd8046b43a&chksm=bd12e3978a656a816ae1c46e04088faf4ce566a6158d5872f61c296739f720ed0a86e1908c61#rd,2022/4/5 23:24
155,辩论集训 | 与书为友，漫游古今（上）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278823&idx=2&sn=fe77b869c3c64eda204b7ea1a1adc472&chksm=bd12e0528a656944314a72fd0560a0a707dba6b4cf27d7e047046de54d4e19e715b2156a521a#rd,2022/4/4 23:47
156,辩论集训 | 与书为友，漫游古今（下）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278823&idx=3&sn=122b7c208d91f69fbb55da1f6b0e23bd&chksm=bd12e0528a656944af229f4d5d2c7d62536f836bc1b85531ac4116b08010dece025a2beb8d3c#rd,2022/4/4 23:47
157,信息管理学院第246期跨学科论坛推送,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278734&idx=1&sn=9cf47ecb5cdf519aa8594075a0698f8d&chksm=bd12e03b8a65692d8557061bdacdc061055166666d4c922f74c9821d629781cb9e13a3f4e955#rd,2022/4/3 10:53
158,活动预告 | “不负春日，绘面连心”口罩DIY大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278734&idx=2&sn=dcfcba2cd7c4d22ff06bf4d9543db6c8&chksm=bd12e03b8a65692d2a4d27842a60f031f31762d7418d40098b1b58a3d9f06a71c38e23e25622#rd,2022/4/3 10:53
159,风云起珞珈，2021年度“十大珞珈风云学子”评选活动正式启动,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278686&idx=1&sn=90d364c4bf67dd3a36081618f75db65d&chksm=bd12e0eb8a6569fd22c20013ba4cf2bc990ea61c32985d1f71501a199da4227f1336cf5beccf#rd,2022/4/2 23:37
160,活力信管 | 火炬杯：圆满落幕——英勇男儿展风采，铿锵玫瑰绽芳华,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278683&idx=1&sn=ac61e094d2da5a06df95e8d2a468c26a&chksm=bd12e0ee8a6569f8cf2841dc2158f2b97254c69e2eff6845f2a36b30f71d086eddf3d3bfbea6#rd,2022/4/1 23:11
161,活动推送 | 践行志愿精神，彰显信管风采,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278683&idx=2&sn=1545f2c568afd22dc1fb5dbe3a0cadaa&chksm=bd12e0ee8a6569f80ece64912c07e40e2f3773064bc5e2e65f13f2e267671da5dca376b9e65d#rd,2022/4/1 23:11
162,关于“无症状感染者”，这七个问题的答案你要知道！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278683&idx=3&sn=e94906d083e15688c059c688b393543f&chksm=bd12e0ee8a6569f8603352039683b65a45a6453e920d64566982302b0c4ed3093e29e0cb4ca2#rd,2022/4/1 23:11
163,擦亮眼睛，别上了这些骗术的当！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278683&idx=4&sn=f56554f23f93edf0f893d4d210f96fa8&chksm=bd12e0ee8a6569f8e5cf984b3bcc581e61dd36d58d4d1a4636f29d376931ebaf55235d3a7b0f#rd,2022/4/1 23:11
164,我为同学做实事 | 专业分流速递——电子商务：“数字经济时代的商务转型”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278627&idx=1&sn=a5eaa65a746bcfd9a2fff770446c1676&chksm=bd12e0968a6569808ec5119d741a8a46d734b6f5db65d501764c7d13d1b29e0052fd11139219#rd,2022/3/31 22:06
165,活力信管 | 火炬杯：决战在即，全力以赴！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278611&idx=1&sn=df30332391b8aac3b07015d53e4eb588&chksm=bd12e0a68a6569b0e4566cf1b0b92d2157e24b9d1fd80aee584c1bd3b4857fc63ba2789bcf73#rd,2022/3/30 22:13
166,活力信管 | “社团文化周”第二弹：歌舞信管·戏说生活,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278611&idx=2&sn=82b7474c58cdd66365f2ed54b2c34ab6&chksm=bd12e0a68a6569b024b430a85372b9cd4da0e9eb2ca9fdf5aa40b52eb5d8e742a350af473bcf#rd,2022/3/30 22:13
167,未来学院 | 社交礼仪与穿搭知识普及课程,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278611&idx=3&sn=5ce8e29a3b53605d8943537719cfd73c&chksm=bd12e0a68a6569b0badb4028fcd7debfbea1030b1301737877dd06da70b71a6100a4f5f7c71e#rd,2022/3/30 22:13
168,我为同学做实事 | 专业分流速递——编辑出版学：“凝聚人类智慧，紧跟时代潮流”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278445&idx=1&sn=163b05011d772c446239cae3a67794dd&chksm=bd12e1d88a6568ceed84f80054d79152e72b34367146550b6a12ac2617931a38da372bb225fb#rd,2022/3/29 23:46
169,帮推 | “楚风杯”全国大学生樱花笔会正式开启！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278445&idx=2&sn=d1f05479434ae2b705fd254761e3c77a&chksm=bd12e1d88a6568ce6550faf650d5ef6c2caf4f039b522c683c985b22843a0c3f43b49339ed83#rd,2022/3/29 23:46
170,活力信管 | 火炬杯：2022赛况第二弹！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278395&idx=2&sn=904795d6101174886402e00bae07ee6b&chksm=bd12e18e8a6568980e7d03c900e01d768e082579c2e5a8d2dc314a2f6c9a069185d0f573543e#rd,2022/3/28 23:42
171,活动预告 | 微光摄影大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278395&idx=3&sn=a0e6e7fdba8ff0fed6d22a2c6bd85921&chksm=bd12e18e8a65689807949c8ae3d00691fa0eb369e09f1be356b61ad8a2a463ae8022a4689c03#rd,2022/3/28 23:42
172,我为同学做实事 | 专业分流速递：档案学——“数字时代人类如何记忆”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278284&idx=1&sn=058fd1c55a85b2dbcdaa3ec69c19d40f&chksm=bd12e6798a656f6fba3a2882a54abf976c28cae2c2982defe38fb66a5cd46967cb063604eec3#rd,2022/3/27 22:48
173,同心防疫，有你有我 | 致信息管理学院全体同学的一封信,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278284&idx=2&sn=f65a01256fb82f9e15ab29378b4ba7d1&chksm=bd12e6798a656f6f7d3e081b020246a4336a8c2737ea0bd5de6bcd2a54e24197bf9af777c510#rd,2022/3/27 22:48
174,活力信管 | “社团文化周”第一弹，不容错过的趣味排球游戏,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278215&idx=2&sn=0ab1f13f7c7b747da7c43e6ab8228f1a&chksm=bd12e6328a656f24d2e7a2a7ba409341880080b739b2c3529115930890fd92c3cc5c43496c58#rd,2022/3/26 11:12
175,第四届公益项目设计大赛决赛纪实,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278215&idx=3&sn=a074a1c61c5c04a44892fe7a75dc5151&chksm=bd12e6328a656f24c742f14f3a3ff4a4c59f9d7b5b6b4525221b35121b11bc8f03acfcf7af73#rd,2022/3/26 11:12
176,帮推 | 万众瞩目！ “诗予杯”招生宣传创意大赛等你来加入！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278215&idx=4&sn=404588bdad947a3fe95e80685b57822a&chksm=bd12e6328a656f247e306e9e6a38460d9324f67c91a4515c02f1b38f90de77b0ccfba3601dfd#rd,2022/3/26 11:12
177,我为同学做件事 | 专业分流速递：信息管理与信息系统——“大数据与人工智能时代的宠儿”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278099&idx=1&sn=947a8c41575d4664ea716451e7d14d02&chksm=bd12e6a68a656fb0afe9fbf38f2ad6b50333c7510b2a490cbdfea2746ba09488f922ec7d1942#rd,2022/3/24 22:31
178,我为同学做实事 | 专业分流速递：图书馆学——“新时代的文华图专”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278076&idx=1&sn=4082b188f5c3b20d1d6add067fa7ea44&chksm=bd12e7498a656e5f9a99e73aba76213da19e5d7d9cceb8150db5223c411f664688ebee0c9eb8#rd,2022/3/23 23:13
179,主题团日 | 20信一&20信二：“学习雷锋精神”主题团日活动,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278076&idx=2&sn=13652ab13e8c91ef9d2c7ba8b8a91d44&chksm=bd12e7498a656e5f8fc90d9828d1aae0f294c39819c88fb8c00cb87f7afd5a870dde59a5caaf#rd,2022/3/23 23:13
180,帮推丨预热：绿色的火焰，被点燃的春天,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651278076&idx=3&sn=4ad89567f106c2743bc77d4c2439e8f8&chksm=bd12e7498a656e5fd9572fea1e3fadd3688cd07a11e5e3b3da52faf3ec10de0eadc854b33b65#rd,2022/3/23 23:13
181,活力信管 | 火炬杯： 2022赛况速递来啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277925&idx=2&sn=b6ab53e896542009910885030d301f7c&chksm=bd12e7d08a656ec67d31e4818a0e6823901370521c0355ad206e3d71acbcdcba16dab885415b#rd,2022/3/21 22:50
182,第四届公益项目设计大赛初审结果,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277925&idx=3&sn=b1b0f74978a0f437fbf8a97a99dd3b1d&chksm=bd12e7d08a656ec6725704037ec3e731fbe227760d0d1fe251775d31532505ee9014792b8870#rd,2022/3/21 22:50
183,帮推 | 四海佳音，声入人心——武汉大学第二十届珞珈外语文化节英文配音大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277925&idx=4&sn=1a3b8d37ca6f2463f922f1529ac107bf&chksm=bd12e7d08a656ec67084d5f93eb032694cdb01d2cd1466101e474565cb7965aa7cee090bd7d4#rd,2022/3/21 22:50
184,帮推 |【武数FOCUS】“樱花树下，万花筒中”——2022年樱花节摄影大赛开始啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277925&idx=5&sn=867f350a704fd20e66ab4082cd2ebe44&chksm=bd12e7d08a656ec6b88712e523813b8a1ecd2f111376de96f917fc17172677eea30369f76806#rd,2022/3/21 22:50
185,讲座回顾 | 出版青年精进之路的几点思考,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277783&idx=1&sn=91deb14f770e20422a3655a49cdf2934&chksm=bd12e4628a656d74f870865b120f7efd90b60ee15c77aac15d43f5b5a76ceb9c6a63d8b37ed4#rd,2022/3/20 0:00
186,帮推 | 讲座预告：“互联网+”创新创业实践金课第一期,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277783&idx=2&sn=02d76e5302145f17780405ca374572be&chksm=bd12e4628a656d74df77c204a64e6c2e29650c6a54dce38b01e46d896ce7b64e6c7a9307f216#rd,2022/3/20 0:00
187,致信息管理学院全院同学的一封信,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277735&idx=1&sn=a257f820ab660d610c459929eed127a3&chksm=bd12e4128a656d04a28f6c465a624b82f70698f18a08afa610996e19dbd842e6398aabddba99#rd,2022/3/16 22:22
188,为武大青年打call！“为全国向上向善好青年点赞”活动进行时！！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651277735&idx=2&sn=3a3aded5fb718624e843fed8b9e37458&chksm=bd12e4128a656d04f3e77f92ce1c7f124448098abfac7a4c44e17e8b2e49d63a0400e69b1b3b#rd,2022/3/16 22:22
