,title,link,create_time
148,经验共享，携手同进——记水利水电学院及信息管理学院社团管理指导交流会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208589&idx=3&sn=bfa3f83c5920b5f8bfc430e8ee8a3442&chksm=bd1396388a641f2e51ad5f760559c0af74e70601955992804c31d739d781a8c2d1e6c4ba6f3c#rd,2019/9/30 23:06
149,【活动】珞英妙笔生·井盖涂鸦·画稿征集,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208589&idx=4&sn=9d3086f7873af18094a6120210db3f73&chksm=bd1396388a641f2eaf337b11ff4219f0746a2161a498e96393120a1db99544f699c50e22bf12#rd,2019/9/30 23:06
150,先进班集体 | 2018-2019学年度信息管理学院先进班集体评选,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208579&idx=1&sn=31183baaaac51dd4478f2eac5740d80f&chksm=bd1396368a641f20b1aee5e22e08456c4e0ce59a537fbf06e40df7319e4c039e0ae45e5700c6#rd,2019/9/29 23:29
151,一周回顾 | 信小管第四周重要推送回顾（2019.9.23-2019.9.28））,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208579&idx=2&sn=78a497c7c90950132b3dbe1734d980e1&chksm=bd1396368a641f2003f1a39faf826652e1e52cbe57c6121ac9dbe10b622e2595639a7d80d254#rd,2019/9/29 23:29
152,寝室检查 | 秋风送暖，文明入“珈”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208563&idx=1&sn=9dc5bd9e500d2d6564674340500bad94&chksm=bd1396c68a641fd06b51455620107dc9dd90312b97e25d438063e4a6726c09cac04f27c9ca30#rd,2019/9/27 21:32
153,新生篮球赛战报总结 | 止步八强，前路辉煌,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208563&idx=2&sn=31adbb6f4e5d955a59ab7ac79ab5e241&chksm=bd1396c68a641fd0a95c5c0ad2aeffc207fba186d3fc13c13c5c4a9f18f132f018bf70b83141#rd,2019/9/27 21:32
154,新生篮球赛捷报|信管挺进八强，冲呀！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208555&idx=1&sn=5d7f14563542bb5dd43fa5727856309b&chksm=bd1396de8a641fc870f7a21a4db99746f2a8d51cf931ed6a801aad4cd93d82e490e4ca40e28d#rd,2019/9/26 22:42
155,入党推优大会 | 七十华诞传承路，电商学子砥砺行,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208555&idx=2&sn=251fa2dbf9badf65c50d26bef40147ca&chksm=bd1396de8a641fc8d0c2ed9983d78950693612fcb16f7f9499c9cbc232383f8ebd0b96aa656c#rd,2019/9/26 22:42
156,帮推 | 艺人招新 ：You're My Superstar,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208555&idx=3&sn=ad3b91028d95a543914942c88db31493&chksm=bd1396de8a641fc8a25fcfd7aa4b9c8520cbb8630daef64f3298218e959dda006dfe2e9e97be#rd,2019/9/26 22:42
157,公告 | 武汉大学信息管理学院第十九届分团委&学生会任职公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208548&idx=1&sn=471a1641d98334ca6c6dc3227acdbed0&chksm=bd1396d18a641fc7f64eb921c0ae996208b14d537121fcdecaf571f2b38a9c1dacf5414777da#rd,2019/9/25 23:37
158,视频 | 2019年三院合办迎新晚会视频精彩放送,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208548&idx=2&sn=de120ecab53fc9e272e39c1345182169&chksm=bd1396d18a641fc72828f37af0089217398f2b23a0d0b1719bd79f41989bdbf1acde5cdb2f2e#rd,2019/9/25 23:37
159,入党推优大会 | 不忘初心跟党走，红星照耀前行路,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208538&idx=2&sn=d0ae10ef73dccb725954ffb5959fbded&chksm=bd1396ef8a641ff9b6004baee2df5bf8c54d6d18ac1a114633132e2a18373070046d5d88319f#rd,2019/9/24 23:48
160,新生篮球赛捷报 | 信管C位出道,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208538&idx=3&sn=6b2eba2ab1c67ed19f06549b743f21c8&chksm=bd1396ef8a641ff9b62e5b23ed273d1d2de145d1ac8eb3f2df6fe2dc701cde72d0677ae8a4d7#rd,2019/9/24 23:48
161,迎新晚会 | 悠悠初秋迎新声，锦瑟年华绘明章,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208523&idx=1&sn=60acd304259235e0121156e3b5778610&chksm=bd1396fe8a641fe86b7617b4bffdb7d222074f43ae45ff7b409f3da48451c7b10980328e1ec9#rd,2019/9/23 23:38
162,学术沙龙 | 学习？盘他！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208518&idx=1&sn=5b2658b5591ba5bf4c93b3a9c557895d&chksm=bd1396f38a641fe5e9336a75c4422699176fe5f7962ddc35d7c77470d443a3606bd41d858cdd#rd,2019/9/22 23:00
163,信息管理学院2019年秋季运动会志愿者招募,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208513&idx=1&sn=3cf5a0dcf516b2ccfd4934e56ec57f98&chksm=bd1396f48a641fe2e06106deb22aedd679372d91300d6e51782e543c69ebd2192a66608349e7#rd,2019/9/21 23:17
164,帮推 | 征集“峥嵘七十载，纸短寄长情”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208513&idx=2&sn=fe69cf1bd6e33d409f4572c3cd099f54&chksm=bd1396f48a641fe29a3d3d1cb2acd723222418d27d25708ad44b30077d68b6e10c9c67a40569#rd,2019/9/21 23:17
165,迎新晚会的邀请函丨一片精心在早秋,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208491&idx=1&sn=2199bbf040773cbca206186d5cddb6fe&chksm=bd13969e8a641f88bf2588c584530da81dc2ead32c00313df8304902c072b3363921f8f88285#rd,2019/9/20 22:51
166,师生午餐会 | 师生情谊永相连 畅所欲言促发展,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208491&idx=2&sn=b3ade799796fc53418839b9d8bc27c2f&chksm=bd13969e8a641f88b87be8adc914b7c822f0bba0f2713fc5208f848c7733d73768d913c8b875#rd,2019/9/20 22:51
167,交流经验，认真管理——记2019年第一次班长培训会顺利开展,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208491&idx=3&sn=78a71000b46f55a1378343c33d4f5f13&chksm=bd13969e8a641f8888c4b8c3e7dc20b7db179567ff73935b536863fb002e5aa08543d63e7e49#rd,2019/9/20 22:51
168,帮推 | 武大开学季——爱你的人，催你长大。,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208491&idx=4&sn=43879f94eb876a127d55f84ca32ebf1e&chksm=bd13969e8a641f88d1a38e837260f46827bbf859b2cd30c43ed8b3bd6805278215d61da1eca3#rd,2019/9/20 22:51
169,小体帮推 | 2019IW校舞蹈队招新啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208471&idx=1&sn=64f5a1b53f56f5b2516d262f33f63b2c&chksm=bd1396a28a641fb4145b6e3f93ced066dd870cc8aeb4183654d1c12af051bd4e6f8042573f37#rd,2019/9/19 22:43
170,人资培训 | 就业信息；专业前沿；保研考研；留学交流,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208467&idx=1&sn=134987b27e0f6778cb88e4e1bf1b3b8d&chksm=bd1396a68a641fb0a4efac076c7eebce4894660a62729b2c5fdb103a4e53f95deaafc159381d#rd,2019/9/18 22:30
171,帮推 | 武汉大学 “中建三局总承包杯” 2019年秋季模拟招聘大赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208467&idx=2&sn=7c3bef374b3b624f6290885f1ba8760f&chksm=bd1396a68a641fb024a2ba29fefa98e41087bf46ab71884bbcf657e32a2253a8f8a4f3fa294b#rd,2019/9/18 22:30
172,帮推 | 武大新声——生活不止故事和酒，还有音乐和你,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208457&idx=1&sn=fd2306313b1efcb4ce33da256c61eacd&chksm=bd1396bc8a641faadc34d3847ae587a09c190d68455b8348d428338b2474dd9ebeb3facbcbdf#rd,2019/9/17 21:34
173,帮推 | 【讲座预告】珞珈论坛第440期 袁文魁：在大学打造最强大脑，发现天赋事业,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208453&idx=1&sn=22c799b910b508a68b408ecdb96ecb43&chksm=bd1396b08a641fa68ae690803220a6147a2d709de9f224b16880dafc145590251bc4ef51db1c#rd,2019/9/15 22:42
174,献礼建国七十华诞，迎接院庆一百周年 ——信息管理学院举办2019级本科生新生欢迎会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208449&idx=1&sn=00d2ee6651f4189b45eb3fdb679d965a&chksm=bd1396b48a641fa240774600c67ffda0c7ecf83ed06d4095f589c525b8260c85c191a1c7d4d5#rd,2019/9/13 20:47
175,紧随新时代，实践展风采 ——记2019年信息管理学院暑期实践结项答辩活动,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208449&idx=2&sn=23288f77dcbc396664c273a326a816b3&chksm=bd1396b48a641fa201ed3b50b10db4cacc5a1c72b81c5c5abfbc03a6ca9890cf1e969a71ee4f#rd,2019/9/13 20:47
176,招新篇 | 龙舟招新,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208449&idx=3&sn=18baadbd7911f97b7dd6d932a1ec6c05&chksm=bd1396b48a641fa28b9363bb6b830baf9a99eafee18b61dbe086f0b52cd758c00212ea646326#rd,2019/9/13 20:47
177,携手共进，展望未来——记18级数字出版、编辑出版联合班会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208435&idx=1&sn=a40199e9d3519d7c8f9104a57c51bb8b&chksm=bd1397468a641e50d3fb5f135ef074c3e4f95f166a3811c02d6b2efac0f854359755f7f05f6d#rd,2019/9/11 22:44
178,不忘初心与使命，青春团建再出发——记2019—2020学年信息管理学院第一次团支书联席会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208435&idx=2&sn=2da6d1a6a8ca8f042b8c45097b45bff5&chksm=bd1397468a641e503e5e06340c9e3b75f3b8436393a7fd11ec8ed269195ff94fccbd67f5eea1#rd,2019/9/11 22:44
179,相携之幸，心照不宣 ——记计算机学院和信息管理学院新闻宣传经验交流分享会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208435&idx=3&sn=5bc32b52100da96d2fe91d41b5d67cb5&chksm=bd1397468a641e502215cee3a0680e9d1fe49fd7c6a0d39d252a9e2437a7a4fd7723d2ff3481#rd,2019/9/11 22:44
180,教师节 | 献给最可爱的老师们,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208421&idx=1&sn=f8506bd3a4e2d72b3ce05b2d8844fd8b&chksm=bd1397508a641e462b464e7f05eea804c2dba3154e4a0469c8d9ec19a93036f2d5974ff0cfa3#rd,2019/9/10 23:27
181,暑期实践 | 脚步不停，交流不止,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208415&idx=1&sn=0e0a3544277b3b92737651bcdbce6ec4&chksm=bd13976a8a641e7c3682f71201f8538934efe80af45333988a69218537e2d2476e80b4b93959#rd,2019/9/6 21:28
182,Write code. Blow minds | iOS Club招新啦！！！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208415&idx=2&sn=8b2a1a5ff4817eb6e930cbe9ec9486db&chksm=bd13976a8a641e7c6b9810ab63006bf9798170b92cea6b16757395258b7852dd2422089166ed#rd,2019/9/6 21:28
183,年级大会 | 三更灯火当用学，百尺竿头求进步,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208408&idx=1&sn=7fef9799eac2180ba79239cc9109e805&chksm=bd13976d8a641e7b96fcc3833c19bf5c0add1d01929ecfa5d1a0aebe3a43091ccb7c2b083016#rd,2019/9/5 23:01
184,新生合唱 | 夏隙军民同欢聚，信管歌喉动梅操,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208408&idx=2&sn=12f8cebbfd4346cbd5ae8d564cacb3f5&chksm=bd13976d8a641e7b5eb8fa070683b9f2c452a82a2d3c15d9cba2481ca41da003a64d19371e07#rd,2019/9/5 23:01
185,帮推 | 「世界是无比的」636个山村孩子的夏天,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208408&idx=3&sn=46fc542a50a982d83d33b45a83f0a8c1&chksm=bd13976d8a641e7b4161f8c6434980052284009bf64df3a54c5c2c6e00c240f23bc0525cac34#rd,2019/9/5 23:01
186,通知 | 第十九届分团委与学生会各部门干事名单公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208397&idx=1&sn=19c3fe1610ef96a5d810f0a1ae157f26&chksm=bd1397788a641e6e0750664419faaee30b4d302e4ac58ee0ac88a9f8977d27a3b65a6cbfac1e#rd,2019/9/3 23:37
187,招新 | 迎着荣光，一同绽放,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208397&idx=2&sn=ac51a5038abf47506aabac2884b241db&chksm=bd1397788a641e6ec4feed185605a34815f1341090250a6be860f1bc35293f73c7a3d8545239#rd,2019/9/3 23:37
188,帮推 | 武大生探招新啦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208397&idx=3&sn=0a8bfaab60d218bb0895cb6a047c2e32&chksm=bd1397788a641e6eaccada4c61ef6da3529499bf0c1ae18e2152f60e7aae7fa51ce8e56f6057#rd,2019/9/3 23:37
189,信管文艺 | 金秋招募,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208381&idx=1&sn=4dd353d6bf413b3da77ccf0e4e697763&chksm=bd1397088a641e1e646ede208e9af7a2280352f730efb9c414c3a4757c59f8c4df06057f0f01#rd,2019/9/2 23:17
190,暑期实践 | 17档案专业认知实践,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208375&idx=1&sn=4f0f6b3e835a3aa195cb32f673c91c3f&chksm=bd1397028a641e14448fdf590bca4b1c65c7b674cf2e837f879cd90355dd665c96e97456e87b#rd,2019/9/1 23:31
191,集训纪实 | 信管辩练习生C位出道,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208375&idx=2&sn=4a71b8ffc382b91b694addc5333342bc&chksm=bd1397028a641e14d5cec2638949f9e5dbb24d2f9260c88ef31a2f17fd2b6933964abfbb91d3#rd,2019/9/1 23:31
192,师生携手庆军训，军民齐心展芳华,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208367&idx=1&sn=f1574e128a00babfdcdb4075b7cfab91&chksm=bd13971a8a641e0c352f54d04db74782d001ece0acd8c2deeb764511c1665b71f85a2740d3c8#rd,2019/8/28 22:24
193,暑期实践 | 17电商&18电商专业认知实践DAY 3,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208367&idx=2&sn=9c72dc230bc84cfc710ddb026f498886&chksm=bd13971a8a641e0c1f5f8a1744927eb5d0982da8d115569d111c54158697a30d63ef2492e759#rd,2019/8/28 22:24
194,信管文艺 | 2019三院迎新晚会，听你的！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208359&idx=1&sn=ee7acb4dd6176587cfca85b933ab4dc5&chksm=bd1397128a641e048c00bdc68ede3d54c568242220de9724e3bd6237ebf9d9293977d1cd6cb5#rd,2019/8/27 23:11
195,萌新速递 | 初访珞珈“萌新”居，师生共聚更添情,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208359&idx=2&sn=5c9ce680d69cf70108c66450b7b8221b&chksm=bd1397128a641e04b21237e2b1fd4b4c9918a62e8a90f549142656fcd4e2e89d855e42ada72e#rd,2019/8/27 23:11
196,暑期实践｜17电商&18电商专业认知实践DAY 2,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208359&idx=3&sn=1b51c5f7920a395289dcfdfbb692bd8a&chksm=bd1397128a641e04909fea7b064346ecc69cd8c3842406546d23cfc3c6b65b88488bd7778df3#rd,2019/8/27 23:11
197,暑期实践｜17电商&18电商专业认知实践DAY 1,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208348&idx=1&sn=1ea1922bdbce8310c2a975d9e3e0b800&chksm=bd1397298a641e3f9a28045d7efcda717bce6cb97a262937ffa9e025a8b39c1b69d65e5a27d5#rd,2019/8/26 23:06
198,社团招新 | 志愿服务类&网络技术类,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208340&idx=1&sn=3597690d173f951f24a7f63d46b5b957&chksm=bd1397218a641e3799506fd0aa9261dd2be12f05a14eaa02c64cd5fcfc3cda15b5b7f712adbb#rd,2019/8/25 23:08
199,快讯 | 我院召开2019级新生年级大会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208330&idx=1&sn=6a14fc7e617490d7e8f747b9937c0d02&chksm=bd13973f8a641e291e793889735e594d2941d46f7432bcf829c34b2604f3c51ea66cbb60a769#rd,2019/8/24 21:51
200,社团招新 | 球类社团,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208330&idx=2&sn=c5c5ad8716f0d502d9f00fabd00ce2ca&chksm=bd13973f8a641e29dcffd81facfe036485c36816d4ead619605170a94571b00b0dd46eaf85b6#rd,2019/8/24 21:51
201,新生报到 | 与君初相识,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208321&idx=1&sn=c2fb84aef9cdfd723ea0e90af5929742&chksm=bd1397348a641e22df033d815a2e8d40bef6605678366aecafbca1b5504f8908594933e60bb5#rd,2019/8/23 22:43
202,社团招新 | 艺术类社团,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208321&idx=2&sn=409bacf28e7cff76481a161194698fdf&chksm=bd1397348a641e222e2033a5394238c496f2e361a8a804cda7eae552a61374de2bacac8b432e#rd,2019/8/23 22:43
203,体育部 | 勤劳智慧的阳光企鹅在等你~,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208313&idx=1&sn=1f44c3351166e1c51787c444efb8f15f&chksm=bd1397cc8a641edadfd755b80fc1d4694d3ae10d385cdb530aa812e95b162b4c864f0d5fe616#rd,2019/8/22 21:13
204,文艺部 | 信管文艺，顶天立地,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208313&idx=2&sn=5a2e00ca4619a2e4252a803565b4cd91&chksm=bd1397cc8a641eda31fdfdc726093b34a89be3affc85374b5c380a1cc14f13b8f7b6c248efe5#rd,2019/8/22 21:13
205,学习实践部 | 求真且自省，静候与君逢,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208303&idx=1&sn=b9b28dabc5dba7656aa48c4c61b5667c&chksm=bd1397da8a641ecc4643b5d3f23309c1efe77402741c39cc8d9a8be2bcfa250354ff47543193#rd,2019/8/20 23:10
206,生活权益部 | 全心权益，全都为你,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208303&idx=2&sn=b4910d86613d10ec7c6838f5e43d1972&chksm=bd1397da8a641eccdb997a34963051452f407feb88349f79cf6d4050b8b0b14aa58b6e048eae#rd,2019/8/20 23:10
207,新媒体运营部 | 用文字与世界沟通,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208289&idx=1&sn=4e65f70950e92f1b97161874de16e63f&chksm=bd1397d48a641ec2fdeafd40ac8cceabc97de307cb3d292c947b378c912e17a5d9d942d0a517#rd,2019/8/19 21:07
208,新闻部 | 字里行间皆有情 快门一瞬便成章,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208289&idx=2&sn=0c5841b01c2bee29f8e40bebce38d3e9&chksm=bd1397d48a641ec29d5ee074ba8cea1c39a8deaba0373b0ef9c375ee1249f6a8b4544981b322#rd,2019/8/19 21:07
209,宣传部 | 最宣你的宣传部欢迎你,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208269&idx=1&sn=e5d50c28a44cef268848c838b84cb88c&chksm=bd1397f88a641eee32a9c7690b446ee253f970d308d5a207898a46e894b0b2236ae42a7595b6#rd,2019/8/18 22:44
210,发展与改革兼社团管理部 | 信管发改委 快来pick吧,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208269&idx=2&sn=e3b73cab4bbe2e84a261f4af090466c5&chksm=bd1397f88a641eee0357a750dc46fb521082f7a70f737ad81bca4fccbc8dab21b2a0a0d3172b#rd,2019/8/18 22:44
211,外联部 | 等待你的挑战与成长,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208269&idx=3&sn=00824541ff632e6c5b293a4127d63844&chksm=bd1397f88a641eee3d1085a5b1f8f23616a978266eba85493de8860daf16625e1fde64d9b481#rd,2019/8/18 22:44
212,人资培训部 | 你与offer只差一个她！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208253&idx=2&sn=6343a27f2fea2341ce5f159ed7933cae&chksm=bd1397888a641e9ee8424baa48bdfd5ed9cb090d07f5b3dbcecb4770355b8a94230e933c5e1e#rd,2019/8/17 22:11
213,主席团 | 主席团介绍,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208249&idx=1&sn=f6f538a92deb2fab4a8599145f470aeb&chksm=bd13978c8a641e9ac10538ff9e4a2a16f5a7d1002987f013a78e4289041adb7382eee08e10cc#rd,2019/8/16 23:47
214,组织部 | 组织离你 一部之遥,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208249&idx=2&sn=f5ff4438eabf75bf9b91ac57641322dc&chksm=bd13978c8a641e9acdcff5a0ef27af2f6ec9355b179fa3e27a5103bf18c06bc0182af9c3d3a3#rd,2019/8/16 23:47
215,秘书处 | 抽秘骋妍，识礼善书,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208249&idx=3&sn=d997774fce79fbcf43f445b035a8864e&chksm=bd13978c8a641e9ae8b399c55644fb919455725701b6384424cc1f1f7ca44fcc815b05f8684c#rd,2019/8/16 23:47
216,投票 | 积聚武大力量！《武大故事》入围全国“五个一百”网络正能量精品～,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208219&idx=1&sn=66e5a6a02af15d94bdc1c08021a948a2&chksm=bd1397ae8a641eb8a8473021545efb4a226752b7f8e05927b0c60b9f79509ce901ebb9550331#rd,2019/8/10 22:45
217,暑期实践 | 传承文化精神，走访科技首图,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208213&idx=1&sn=29286e088aa36d1b5cec4a8a89d0b4b6&chksm=bd1397a08a641eb6a6a249819fe70d19ac61af4c0a53919cbf7fc53e691c12c1a4b93b649b5e#rd,2019/8/1 22:17
218,暑期实践 | 访谈字节跳动，了解行业背后,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208213&idx=2&sn=282744208ba5eb3db6b2a746c80e62a0&chksm=bd1397a08a641eb6c4884143149ea52cc0ffc93e9672cae26e06e3614d3eab5a56975073982e#rd,2019/8/1 22:17
219,暑期实践 | 京东数科业务强，就业实习新畅想,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208206&idx=1&sn=88cc5c753b4daa8fc20a3d32f3d47a48&chksm=bd1397bb8a641ead6df40f78a15f409d8f6fafc6a0d1b15f9d650ca4ac21dd217e55b8467e59#rd,2019/7/30 21:18
220,暑期实践 | 读万卷书，行万里路,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208206&idx=2&sn=09ab83c1df100602769563a1372be46a&chksm=bd1397bb8a641ead76ee6c019ecb42771efc6d192c23732878538c658152ccc3f8278dbfab0a#rd,2019/7/30 21:18
221,暑期实践 | 人工智能百度强，企业走访绘新章,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208201&idx=1&sn=476238b179586e9e7ea2e2bafcb5fc82&chksm=bd1397bc8a641eaad963591edb45d59197a074901d00a79a68fb42198805dc9992e13129ab68#rd,2019/7/29 23:05
222,暑期实践 | 信管校友聚央视，昔日珞珈今日情,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208193&idx=1&sn=61bb51b1b02994252822baaa565375a8&chksm=bd1397b48a641ea2052a1aa0a1cc91bc21c9954868362d0f74366fa62c8f7e586a4bc464144a#rd,2019/7/28 21:30
223,暑期实践 | 学生会暑期实践——7月24日上海线,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208185&idx=1&sn=dfe8b876c2060d7e15cedc0512327acd&chksm=bd13944c8a641d5a3080fe976011a6d29341381eb4234da1f8ad7f0f213971d780fe25f42f9f#rd,2019/7/25 22:56
224,暑期实践 | 学生会暑期实践——7月25日上海线,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208185&idx=2&sn=dc6faccfc6841054ad6bcb29601f4ff3&chksm=bd13944c8a641d5a7e61b9e9f39417ebc0594eb7cdb8399bd1ad014fb90c2f438a817a6b1ab9#rd,2019/7/25 22:56
225,暑期实践 | 认知参观促交流，实习调研谋发展,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208185&idx=3&sn=c69945d216a5566d546433350653302b&chksm=bd13944c8a641d5a04781e985e45c0dcb00c8411534ab3bbe2e1fbb5a0874e2fe5e0fd889c25#rd,2019/7/25 22:56
226,暑期实践 | 学生会暑期实践——7月23日北京线,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208175&idx=1&sn=4a97549f3784f174453c7ff1bf838584&chksm=bd13945a8a641d4c75db969d15c2803877162fd17a3fdc87b5bacc79591ff4b95e77b28e0dec#rd,2019/7/24 23:22
227,暑期实践 | 学生会暑期实践——7月23日上海线,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208175&idx=2&sn=650f2b5d73a5baeb4366786422fd23e0&chksm=bd13945a8a641d4c8bdce5c7711b8a4de825a09ed7c449fe6de9071b6f87001544c8be981934#rd,2019/7/24 23:22
228,暑期实践 | 学生会暑期实践——7月22日上海线,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651208160&idx=1&sn=ae3f1ff3cfab514f9dcbd54dac7b9dac&chksm=bd1394558a641d43fc6997c429e05902c4b8a8e264dce43f164e649779fa2eae98aa1ce738e5#rd,2019/7/23 23:19
